ORF	term
YJR017C	isomerase activity
YJR032W	isomerase activity
YKL127W	isomerase activity
YKL152C	isomerase activity
YKL195W	isomerase activity
YLR175W	isomerase activity
YLR216C	isomerase activity
YLR234W	isomerase activity
YLR284C	isomerase activity
YLR449W	isomerase activity
YML074C	isomerase activity
YML078W	isomerase activity
YML130C	isomerase activity
YMR099C	isomerase activity
YMR105C	isomerase activity
YMR202W	isomerase activity
YMR278W	isomerase activity
YNL088W	isomerase activity
YNL135C	isomerase activity
YNL200C	isomerase activity
YNL292W	isomerase activity
YNR028W	isomerase activity
YOL006C	isomerase activity
YOL066C	isomerase activity
YOL088C	isomerase activity
YOL143C	isomerase activity
YOR095C	isomerase activity
YOR243C	isomerase activity
YOR288C	isomerase activity
YPL117C	isomerase activity
YPL152W	isomerase activity
YPL212C	isomerase activity
YPR037C	isomerase activity
YPR060C	isomerase activity
YPR118W	isomerase activity
YAL017W	kinase activity
YAR018C	kinase activity
YAR019C	kinase activity
YBL009W	kinase activity
YBL016W	kinase activity
YBL088C	kinase activity
YBL105C	kinase activity
YBR020W	kinase activity
YBR028C	kinase activity
YBR059C	kinase activity
YBR097W	kinase activity
YBR136W	kinase activity
YBR160W	kinase activity
YBR274W	kinase activity
YCL024W	kinase activity
YCL040W	kinase activity
YCR008W	kinase activity
YCR012W	kinase activity
YCR036W	kinase activity
YCR073C	kinase activity
YCR091W	kinase activity
YDL017W	kinase activity
YDL025C	kinase activity
YDL028C	kinase activity
YDL079C	kinase activity
YDL101C	kinase activity
YDL108W	kinase activity
YDL159W	kinase activity
YDL214C	kinase activity
YDR017C	kinase activity
YDR122W	kinase activity
YDR127W	kinase activity
YDR147W	kinase activity
YDR173C	kinase activity
YDR196C	kinase activity
YDR208W	kinase activity
YDR226W	kinase activity
YDR236C	kinase activity
YDR247W	kinase activity
YDR283C	kinase activity
YDR300C	kinase activity
YDR315C	kinase activity
YDR422C	kinase activity
YDR454C	kinase activity
YDR466W	kinase activity
YDR477W	kinase activity
YDR490C	kinase activity
YDR507C	kinase activity
YDR523C	kinase activity
YDR531W	kinase activity
YEL029C	kinase activity
YEL041W	kinase activity
YER027C	kinase activity
YER052C	kinase activity
YER069W	kinase activity
YER123W	kinase activity
YER129W	kinase activity
YER170W	kinase activity
YFL029C	kinase activity
YFL033C	kinase activity
YFL053W	kinase activity
YFR007W	kinase activity
YFR014C	kinase activity
YFR019W	kinase activity
YFR053C	kinase activity
YGL021W	kinase activity
YGL059W	kinase activity
YGL115W	kinase activity
YGL158W	kinase activity
YGL179C	kinase activity
YGL180W	kinase activity
YGL208W	kinase activity
YGL253W	kinase activity
YGR040W	kinase activity
YGR052W	kinase activity
YGR092W	kinase activity
YGR188C	kinase activity
YGR194C	kinase activity
YGR240C	kinase activity
YGR262C	kinase activity
YHL007C	kinase activity
YHL032C	kinase activity
YHR025W	kinase activity
YHR030C	kinase activity
YHR079C	kinase activity
YHR082C	kinase activity
YHR102W	kinase activity
YHR135C	kinase activity
YHR205W	kinase activity
YIL035C	kinase activity
YIL042C	kinase activity
YIL095W	kinase activity
YIL107C	kinase activity
YIL147C	kinase activity
YJL012C	kinase activity
YJL057C	kinase activity
YJL087C	kinase activity
YJL095W	kinase activity
YJL100W	kinase activity
YJL106W	kinase activity
YJL128C	kinase activity
YJL141C	kinase activity
YJL164C	kinase activity
YJL165C	kinase activity
YJL187C	kinase activity
YJR049C	kinase activity
YJR057W	kinase activity
YJR059W	kinase activity
YJR066W	kinase activity
YJR105W	kinase activity
YKL001C	kinase activity
YKL024C	kinase activity
YKL048C	kinase activity
YKL067W	kinase activity
YKL101W	kinase activity
YKL116C	kinase activity
YKL126W	kinase activity
YKL139W	kinase activity
YKL161C	kinase activity
YKL166C	kinase activity
YKL168C	kinase activity
YKL171W	kinase activity
YKL198C	kinase activity
YKL203C	kinase activity
YLL019C	kinase activity
YLL035W	kinase activity
YLR096W	kinase activity
YLR113W	kinase activity
YLR133W	kinase activity
YLR240W	kinase activity
YLR248W	kinase activity
YLR260W	kinase activity
YLR305C	kinase activity
YLR345W	kinase activity
YLR362W	kinase activity
YLR410W	kinase activity
YML070W	kinase activity
YMR001C	kinase activity
YMR013C	kinase activity
YMR104C	kinase activity
YMR139W	kinase activity
YMR205C	kinase activity
YMR208W	kinase activity
YMR216C	kinase activity
YMR220W	kinase activity
YMR224C	kinase activity
YMR291W	kinase activity
YNL020C	kinase activity
YNL129W	kinase activity
YNL154C	kinase activity
YNL161W	kinase activity
YNL183C	kinase activity
YNL207W	kinase activity
YNL250W	kinase activity
YNL267W	kinase activity
YNL298W	kinase activity
YNL307C	kinase activity
YNR012W	kinase activity
YNR027W	kinase activity
YNR031C	kinase activity
YNR047W	kinase activity
YOL016C	kinase activity
YOL045W	kinase activity
YOL055C	kinase activity
YOL100W	kinase activity
YOL113W	kinase activity
YOL128C	kinase activity
YOL136C	kinase activity
YOR061W	kinase activity
YOR119C	kinase activity
YOR171C	kinase activity
YOR231W	kinase activity
YOR233W	kinase activity
YOR267C	kinase activity
YOR311C	kinase activity
YOR351C	kinase activity
YPL026C	kinase activity
YPL031C	kinase activity
YPL042C	kinase activity
YPL140C	kinase activity
YPL141C	kinase activity
YPL150W	kinase activity
YPL153C	kinase activity
YPL188W	kinase activity
YPL203W	kinase activity
YPL204W	kinase activity
YPL209C	kinase activity
YPL214C	kinase activity
YPL236C	kinase activity
YPL258C	kinase activity
YPR054W	kinase activity
YPR106W	kinase activity
YPR111W	kinase activity
YPR161C	kinase activity
YBL093C	Kornberg's mediator (SRB) complex
YBR193C	Kornberg's mediator (SRB) complex
YBR253W	Kornberg's mediator (SRB) complex
YCR081W	Kornberg's mediator (SRB) complex
YDL005C	Kornberg's mediator (SRB) complex
YDR308C	Kornberg's mediator (SRB) complex
YDR443C	Kornberg's mediator (SRB) complex
YER022W	Kornberg's mediator (SRB) complex
YGL025C	Kornberg's mediator (SRB) complex
YGL127C	Kornberg's mediator (SRB) complex
YGL151W	Kornberg's mediator (SRB) complex
YGR104C	Kornberg's mediator (SRB) complex
YHR041C	Kornberg's mediator (SRB) complex
YHR058C	Kornberg's mediator (SRB) complex
YLR071C	Kornberg's mediator (SRB) complex
YMR112C	Kornberg's mediator (SRB) complex
YNL025C	Kornberg's mediator (SRB) complex
YNL236W	Kornberg's mediator (SRB) complex
YNR010W	Kornberg's mediator (SRB) complex
YOL051W	Kornberg's mediator (SRB) complex
YOL135C	Kornberg's mediator (SRB) complex
YOR174W	Kornberg's mediator (SRB) complex
YPL042C	Kornberg's mediator (SRB) complex
YPR070W	Kornberg's mediator (SRB) complex
YPR168W	Kornberg's mediator (SRB) complex
YAL054C	ligase activity
YAR015W	ligase activity
YBL039C	ligase activity
YBL076C	ligase activity
YBL080C	ligase activity
YBR041W	ligase activity
YBR084W	ligase activity
YBR121C	ligase activity
YBR208C	ligase activity
YBR218C	ligase activity
YBR222C	ligase activity
YCR024C	ligase activity
YDL141W	ligase activity
YDL164C	ligase activity
YDR023W	ligase activity
YDR037W	ligase activity
YDR268W	ligase activity
YDR341C	ligase activity
YDR390C	ligase activity
YER015W	ligase activity
YER087W	ligase activity
YER183C	ligase activity
YFL022C	ligase activity
YFL059W	ligase activity
YGL062W	ligase activity
YGL234W	ligase activity
YGL245W	ligase activity
YGR061C	ligase activity
YGR094W	ligase activity
YGR102C	ligase activity
YGR124W	ligase activity
YGR171C	ligase activity
YGR185C	ligase activity
YGR204W	ligase activity
YGR244C	ligase activity
YGR264C	ligase activity
YHR011W	ligase activity
YHR019C	ligase activity
YHR020W	ligase activity
YHR074W	ligase activity
YHR091C	ligase activity
YHR111W	ligase activity
YHR171W	ligase activity
YIL009W	ligase activity
YIL078W	ligase activity
YIL083C	ligase activity
YIL145C	ligase activity
YJL046W	ligase activity
YJL087C	ligase activity
YJL101C	ligase activity
YJL130C	ligase activity
YJR103W	ligase activity
YJR109C	ligase activity
YKL132C	ligase activity
YKL194C	ligase activity
YKL210W	ligase activity
YLL018C	ligase activity
YLR060W	ligase activity
YLR143W	ligase activity
YLR153C	ligase activity
YLR239C	ligase activity
YLR382C	ligase activity
YMR113W	ligase activity
YMR207C	ligase activity
YMR217W	ligase activity
YMR246W	ligase activity
YMR293C	ligase activity
YNL073W	ligase activity
YNL220W	ligase activity
YNL247W	ligase activity
YNL333W	ligase activity
YNR016C	ligase activity
YNR057C	ligase activity
YOL033W	ligase activity
YOL049W	ligase activity
YOL058W	ligase activity
YOL097C	ligase activity
YOR005C	ligase activity
YOR142W	ligase activity
YOR168W	ligase activity
YOR196C	ligase activity
YOR241W	ligase activity
YOR303W	ligase activity
YOR317W	ligase activity
YOR335C	ligase activity
YPL003W	ligase activity
YPL040C	ligase activity
YPL097W	ligase activity
YPL104W	ligase activity
YPL160W	ligase activity
YPR033C	ligase activity
YPR035W	ligase activity
YPR047W	ligase activity
YPR066W	ligase activity
YPR081C	ligase activity
YPR145W	ligase activity
YPR180W	ligase activity
YAR002W	lipid binding
YAR042W	lipid binding
YBL085W	lipid binding
YBR080C	lipid binding
YBR086C	lipid binding
YBR091C	lipid binding
YBR131W	lipid binding
YBR200W	lipid binding
YBR260C	lipid binding
YCL024W	lipid binding
YCR002C	lipid binding
YCR009C	lipid binding
YCR084C	lipid binding
YDL019C	lipid binding
YDL077C	lipid binding
YDL088C	lipid binding
YDL113C	lipid binding
YDL207W	lipid binding
YDR080W	lipid binding
YDR103W	lipid binding
YDR153C	lipid binding
YDR179W-A	lipid binding
YDR229W	lipid binding
YDR276C	lipid binding
YDR309C	lipid binding
YDR311W	lipid binding
YDR313C	lipid binding
YDR323C	lipid binding
YDR326C	lipid binding
YDR372C	lipid binding
YDR388W	lipid binding
YDR425W	lipid binding
YDR448W	lipid binding
YDR524C	lipid binding
YER008C	lipid binding
YER114C	lipid binding
YER120W	lipid binding
YER125W	lipid binding
YFL014W	lipid binding
YFR019W	lipid binding
YFR021W	lipid binding
YGL105W	lipid binding
YGL119W	lipid binding
YGL124C	lipid binding
YGL212W	lipid binding
YGR086C	lipid binding
YGR223C	lipid binding
YHL020C	lipid binding
YHR001W	lipid binding
YHR073W	lipid binding
YHR080C	lipid binding
YHR105W	lipid binding
YHR107C	lipid binding
YHR108W	lipid binding
YHR193C	lipid binding
YIL105C	lipid binding
YJL036W	lipid binding
YJL041W	lipid binding
YJL079C	lipid binding
YJL085W	lipid binding
YJL178C	lipid binding
YJR076C	lipid binding
YJR125C	lipid binding
YKL091C	lipid binding
YKL130C	lipid binding
YKR003W	lipid binding
YKR013W	lipid binding
YKR031C	lipid binding
YKR078W	lipid binding
YLR148W	lipid binding
YLR178C	lipid binding
YLR314C	lipid binding
YLR371W	lipid binding
YLR396C	lipid binding
YLR457C	lipid binding
YML072C	lipid binding
YML104C	lipid binding
YMR004W	lipid binding
YMR017W	lipid binding
YMR153W	lipid binding
YMR175W	lipid binding
YMR183C	lipid binding
YMR231W	lipid binding
YNL047C	lipid binding
YNL087W	lipid binding
YNL152W	lipid binding
YNL242W	lipid binding
YNL272C	lipid binding
YNR006W	lipid binding
YOL078W	lipid binding
YOL139C	lipid binding
YOR069W	lipid binding
YOR086C	lipid binding
YOR122C	lipid binding
YOR132W	lipid binding
YOR237W	lipid binding
YOR357C	lipid binding
YPL004C	lipid binding
YPL045W	lipid binding
YPL048W	lipid binding
YPL100W	lipid binding
YPL115C	lipid binding
YPL145C	lipid binding
YPL232W	lipid binding
YPR091C	lipid binding
YPR097W	lipid binding
YAL009W	lipid metabolic process
YAL013W	lipid metabolic process
YAL051W	lipid metabolic process
YAL053W	lipid metabolic process
YBL011W	lipid metabolic process
YBL039C	lipid metabolic process
YBL060W	lipid metabolic process
YBL082C	lipid metabolic process
YBL091C-A	lipid metabolic process
YBR002C	lipid metabolic process
YBR004C	lipid metabolic process
YBR026C	lipid metabolic process
YBR029C	lipid metabolic process
YBR036C	lipid metabolic process
YBR041W	lipid metabolic process
YBR042C	lipid metabolic process
YBR058C-A	lipid metabolic process
YBR070C	lipid metabolic process
YBR086C	lipid metabolic process
YBR109C	lipid metabolic process
YBR110W	lipid metabolic process
YBR112C	lipid metabolic process
YBR159W	lipid metabolic process
YBR160W	lipid metabolic process
YBR161W	lipid metabolic process
YBR177C	lipid metabolic process
YBR183W	lipid metabolic process
YBR265W	lipid metabolic process
YCL004W	lipid metabolic process
YCL026C-A	lipid metabolic process
YCL052C	lipid metabolic process
YCR017C	lipid metabolic process
YCR034W	lipid metabolic process
YCR044C	lipid metabolic process
YCR048W	lipid metabolic process
YCR068W	lipid metabolic process
YCR084C	lipid metabolic process
YDL015C	lipid metabolic process
YDL052C	lipid metabolic process
YDL078C	lipid metabolic process
YDL109C	lipid metabolic process
YDL142C	lipid metabolic process
YDL193W	lipid metabolic process
YDL216C	lipid metabolic process
YDR018C	lipid metabolic process
YDR058C	lipid metabolic process
YDR062W	lipid metabolic process
YDR072C	lipid metabolic process
YDR096W	lipid metabolic process
YDR123C	lipid metabolic process
YDR147W	lipid metabolic process
YDR173C	lipid metabolic process
YDR182W	lipid metabolic process
YDR191W	lipid metabolic process
YDR207C	lipid metabolic process
YDR208W	lipid metabolic process
YDR213W	lipid metabolic process
YDR216W	lipid metabolic process
YDR284C	lipid metabolic process
YDR294C	lipid metabolic process
YDR297W	lipid metabolic process
YDR302W	lipid metabolic process
YDR319C	lipid metabolic process
YDR331W	lipid metabolic process
YDR367W	lipid metabolic process
YDR372C	lipid metabolic process
YDR434W	lipid metabolic process
YDR437W	lipid metabolic process
YDR503C	lipid metabolic process
YER015W	lipid metabolic process
YER019W	lipid metabolic process
YER026C	lipid metabolic process
YER043C	lipid metabolic process
YER044C	lipid metabolic process
YER061C	lipid metabolic process
YER093C	lipid metabolic process
YER120W	lipid metabolic process
YER125W	lipid metabolic process
YFL025C	lipid metabolic process
YFR019W	lipid metabolic process
YGL001C	lipid metabolic process
YGL010W	lipid metabolic process
YGL012W	lipid metabolic process
YGL047W	lipid metabolic process
YGL055W	lipid metabolic process
YGL065C	lipid metabolic process
YGL071W	lipid metabolic process
YGL084C	lipid metabolic process
YGL126W	lipid metabolic process
YGL139W	lipid metabolic process
YGL142C	lipid metabolic process
YGL144C	lipid metabolic process
YGL181W	lipid metabolic process
YGL205W	lipid metabolic process
YGR007W	lipid metabolic process
YGR036C	lipid metabolic process
YGR038W	lipid metabolic process
YGR046W	lipid metabolic process
YGR060W	lipid metabolic process
YGR110W	lipid metabolic process
YGR143W	lipid metabolic process
YGR149W	lipid metabolic process
YGR157W	lipid metabolic process
YGR170W	lipid metabolic process
YGR175C	lipid metabolic process
YGR177C	lipid metabolic process
YGR202C	lipid metabolic process
YGR216C	lipid metabolic process
YGR227W	lipid metabolic process
YGR263C	lipid metabolic process
YHL003C	lipid metabolic process
YHL020C	lipid metabolic process
YHR001W	lipid metabolic process
YHR004C	lipid metabolic process
YHR007C	lipid metabolic process
YHR042W	lipid metabolic process
YHR067W	lipid metabolic process
YHR072W	lipid metabolic process
YHR100C	lipid metabolic process
YHR123W	lipid metabolic process
YHR133C	lipid metabolic process
YHR188C	lipid metabolic process
YHR190W	lipid metabolic process
YHR194W	lipid metabolic process
YHR205W	lipid metabolic process
YIL002C	lipid metabolic process
YIL009W	lipid metabolic process
YIL049W	lipid metabolic process
YIL124W	lipid metabolic process
YIL160C	lipid metabolic process
YIR007W	lipid metabolic process
YIR033W	lipid metabolic process
YJL062W	lipid metabolic process
YJL091C	lipid metabolic process
YJL097W	lipid metabolic process
YJL100W	lipid metabolic process
YJL134W	lipid metabolic process
YJL145W	lipid metabolic process
YJL167W	lipid metabolic process
YJL187C	lipid metabolic process
YJL196C	lipid metabolic process
YJR013W	lipid metabolic process
YJR019C	lipid metabolic process
YJR060W	lipid metabolic process
YJR066W	lipid metabolic process
YJR073C	lipid metabolic process
YJR103W	lipid metabolic process
YJR110W	lipid metabolic process
YKL004W	lipid metabolic process
YKL008C	lipid metabolic process
YKL020C	lipid metabolic process
YKL055C	lipid metabolic process
YKL094W	lipid metabolic process
YKL126W	lipid metabolic process
YKL140W	lipid metabolic process
YKL150W	lipid metabolic process
YKL165C	lipid metabolic process
YKL182W	lipid metabolic process
YKL192C	lipid metabolic process
YKL212W	lipid metabolic process
YKR003W	lipid metabolic process
YKR009C	lipid metabolic process
YKR031C	lipid metabolic process
YKR053C	lipid metabolic process
YKR067W	lipid metabolic process
YKR089C	lipid metabolic process
YLL012W	lipid metabolic process
YLL031C	lipid metabolic process
YLR020C	lipid metabolic process
YLR056W	lipid metabolic process
YLR088W	lipid metabolic process
YLR099C	lipid metabolic process
YLR100W	lipid metabolic process
YLR133W	lipid metabolic process
YLR168C	lipid metabolic process
YLR189C	lipid metabolic process
YLR193C	lipid metabolic process
YLR228C	lipid metabolic process
YLR240W	lipid metabolic process
YLR242C	lipid metabolic process
YLR260W	lipid metabolic process
YLR284C	lipid metabolic process
YLR305C	lipid metabolic process
YLR347C	lipid metabolic process
YLR350W	lipid metabolic process
YLR372W	lipid metabolic process
YLR380W	lipid metabolic process
YLR386W	lipid metabolic process
YLR450W	lipid metabolic process
YLR459W	lipid metabolic process
YML008C	lipid metabolic process
YML059C	lipid metabolic process
YML072C	lipid metabolic process
YML075C	lipid metabolic process
YML126C	lipid metabolic process
YMR006C	lipid metabolic process
YMR008C	lipid metabolic process
YMR013C	lipid metabolic process
YMR015C	lipid metabolic process
YMR070W	lipid metabolic process
YMR079W	lipid metabolic process
YMR101C	lipid metabolic process
YMR110C	lipid metabolic process
YMR134W	lipid metabolic process
YMR165C	lipid metabolic process
YMR202W	lipid metabolic process
YMR207C	lipid metabolic process
YMR208W	lipid metabolic process
YMR210W	lipid metabolic process
YMR220W	lipid metabolic process
YMR272C	lipid metabolic process
YMR281W	lipid metabolic process
YMR296C	lipid metabolic process
YMR298W	lipid metabolic process
YMR313C	lipid metabolic process
YNL009W	lipid metabolic process
YNL038W	lipid metabolic process
YNL045W	lipid metabolic process
YNL048W	lipid metabolic process
YNL054W	lipid metabolic process
YNL087W	lipid metabolic process
YNL094W	lipid metabolic process
YNL106C	lipid metabolic process
YNL111C	lipid metabolic process
YNL123W	lipid metabolic process
YNL130C	lipid metabolic process
YNL156C	lipid metabolic process
YNL158W	lipid metabolic process
YNL169C	lipid metabolic process
YNL183C	lipid metabolic process
YNL202W	lipid metabolic process
YNL219C	lipid metabolic process
YNL231C	lipid metabolic process
YNL264C	lipid metabolic process
YNL267W	lipid metabolic process
YNL280C	lipid metabolic process
YNL325C	lipid metabolic process
YNR008W	lipid metabolic process
YNR016C	lipid metabolic process
YNR019W	lipid metabolic process
YNR030W	lipid metabolic process
YNR043W	lipid metabolic process
YOL011W	lipid metabolic process
YOL018C	lipid metabolic process
YOL065C	lipid metabolic process
YOL108C	lipid metabolic process
YOL147C	lipid metabolic process
YOL151W	lipid metabolic process
YOR002W	lipid metabolic process
YOR022C	lipid metabolic process
YOR025W	lipid metabolic process
YOR067C	lipid metabolic process
YOR081C	lipid metabolic process
YOR084W	lipid metabolic process
YOR086C	lipid metabolic process
YOR094W	lipid metabolic process
YOR100C	lipid metabolic process
YOR109W	lipid metabolic process
YOR149C	lipid metabolic process
YOR171C	lipid metabolic process
YOR175C	lipid metabolic process
YOR221C	lipid metabolic process
YOR245C	lipid metabolic process
YOR298W	lipid metabolic process
YOR311C	lipid metabolic process
YOR363C	lipid metabolic process
YOR365C	lipid metabolic process
YPL006W	lipid metabolic process
YPL028W	lipid metabolic process
YPL031C	lipid metabolic process
YPL057C	lipid metabolic process
YPL069C	lipid metabolic process
YPL076W	lipid metabolic process
YPL087W	lipid metabolic process
YPL095C	lipid metabolic process
YPL096C-A	lipid metabolic process
YPL103C	lipid metabolic process
YPL110C	lipid metabolic process
YPL117C	lipid metabolic process
YPL120W	lipid metabolic process
YPL145C	lipid metabolic process
YPL170W	lipid metabolic process
YPL175W	lipid metabolic process
YPL202C	lipid metabolic process
YPL206C	lipid metabolic process
YPL221W	lipid metabolic process
YPL231W	lipid metabolic process
YPL268W	lipid metabolic process
YPR001W	lipid metabolic process
YPR002W	lipid metabolic process
YPR006C	lipid metabolic process
YPR113W	lipid metabolic process
YPR128C	lipid metabolic process
YPR140W	lipid metabolic process
YPR173C	lipid metabolic process
YPR183W	lipid metabolic process
YAL010C	lipid transport
YAL026C	lipid transport
YAR042W	lipid transport
YBL020W	lipid transport
YBR041W	lipid transport
YCR091W	lipid transport
YCR094W	lipid transport
YDL019C	lipid transport
YDL046W	lipid transport
YDR051C	lipid transport
YDR093W	lipid transport
YDR213W	lipid transport
YDR326C	lipid transport
YER120W	lipid transport
YER166W	lipid transport
YFL042C	lipid transport
YGL162W	lipid transport
YGL219C	lipid transport
YGR037C	lipid transport
YGR197C	lipid transport
YHL007C	lipid transport
YHR001W	lipid transport
YHR073W	lipid transport
YHR080C	lipid transport
YHR155W	lipid transport
YIL013C	lipid transport
YIL048W	lipid transport
YJL078C	lipid transport
YJL079C	lipid transport
YJL145W	lipid transport
YJR120W	lipid transport
YJR150C	lipid transport
YKL053C-A	lipid transport
YKL126W	lipid transport
YKL187C	lipid transport
YKL188C	lipid transport
YKR003W	lipid transport
YKR013W	lipid transport
YLL006W	lipid transport
YLL048C	lipid transport
YLR072W	lipid transport
YLR168C	lipid transport
YLR193C	lipid transport
YLR228C	lipid transport
YLR242C	lipid transport
YLR380W	lipid transport
YMR060C	lipid transport
YMR079W	lipid transport
YMR162C	lipid transport
YMR246W	lipid transport
YNL231C	lipid transport
YNL257C	lipid transport
YNL264C	lipid transport
YNL298W	lipid transport
YNL323W	lipid transport
YNR047W	lipid transport
YNR048W	lipid transport
YOL009C	lipid transport
YOL113W	lipid transport
YOR011W	lipid transport
YOR049C	lipid transport
YOR237W	lipid transport
YOR317W	lipid transport
YPL145C	lipid transport
YPL147W	lipid transport
YPR009W	lipid transport
YPR149W	lipid transport
YPR194C	lipid transport
YAL009W	lipids
YAL010C	lipids
YAL013W	lipids
YAL026C	lipids
YAL051W	lipids
YAL053W	lipids
YAR002W	lipids
YAR042W	lipids
YAR042W	lipids
YBL011W	lipids
YBL020W	lipids
YBL039C	lipids
YBL060W	lipids
YBL082C	lipids
YBL085W	lipids
YBL091C-A	lipids
YBR002C	lipids
YBR004C	lipids
YBR004C	lipids
YBR026C	lipids
YBR029C	lipids
YBR036C	lipids
YBR041W	lipids
YBR041W	lipids
YBR042C	lipids
YBR058C-A	lipids
YBR070C	lipids
YBR080C	lipids
YBR086C	lipids
YBR086C	lipids
YBR091C	lipids
YBR109C	lipids
YBR110W	lipids
YBR112C	lipids
YBR131W	lipids
YBR159W	lipids
YBR160W	lipids
YBR161W	lipids
YBR177C	lipids
YBR183W	lipids
YBR200W	lipids
YBR217W	lipids
YBR260C	lipids
YBR265W	lipids
YCL004W	lipids
YCL024W	lipids
YCL026C-A	lipids
YCL052C	lipids
YCL052C	lipids
YCR002C	lipids
YCR009C	lipids
YCR017C	lipids
YCR017C	lipids
YCR034W	lipids
YCR044C	lipids
YCR044C	lipids
YCR048W	lipids
YCR068W	lipids
YCR084C	lipids
YCR084C	lipids
YCR091W	lipids
YCR094W	lipids
YDL015C	lipids
YDL019C	lipids
YDL019C	lipids
YDL046W	lipids
YDL052C	lipids
YDL077C	lipids
YDL078C	lipids
YDL088C	lipids
YDL109C	lipids
YDL113C	lipids
YDL142C	lipids
YDL193W	lipids
YDL207W	lipids
YDL216C	lipids
YDR018C	lipids
YDR051C	lipids
YDR058C	lipids
YDR062W	lipids
YDR072C	lipids
YDR080W	lipids
YDR093W	lipids
YDR096W	lipids
YDR103W	lipids
YDR123C	lipids
YDR126W	lipids
YDR147W	lipids
YDR153C	lipids
YDR173C	lipids
YDR179W-A	lipids
YDR182W	lipids
YDR182W	lipids
YDR191W	lipids
YDR207C	lipids
YDR208W	lipids
YDR213W	lipids
YDR213W	lipids
YDR216W	lipids
YDR229W	lipids
YDR264C	lipids
YDR276C	lipids
YDR284C	lipids
YDR294C	lipids
YDR297W	lipids
YDR302W	lipids
YDR302W	lipids
YDR309C	lipids
YDR311W	lipids
YDR313C	lipids
YDR319C	lipids
YDR323C	lipids
YDR326C	lipids
YDR326C	lipids
YDR331W	lipids
YDR331W	lipids
YDR367W	lipids
YDR372C	lipids
YDR372C	lipids
YDR388W	lipids
YDR425W	lipids
YDR434W	lipids
YDR434W	lipids
YDR437W	lipids
YDR437W	lipids
YDR448W	lipids
YDR459C	lipids
YDR503C	lipids
YDR524C	lipids
YER008C	lipids
YER015W	lipids
YER019W	lipids
YER026C	lipids
YER043C	lipids
YER044C	lipids
YER061C	lipids
YER093C	lipids
YER114C	lipids
YER120W	lipids
YER120W	lipids
YER120W	lipids
YER125W	lipids
YER125W	lipids
YER166W	lipids
YFL014W	lipids
YFL025C	lipids
YFL042C	lipids
YFR019W	lipids
YFR019W	lipids
YFR021W	lipids
YGL001C	lipids
YGL010W	lipids
YGL012W	lipids
YGL047W	lipids
YGL055W	lipids
YGL065C	lipids
YGL071W	lipids
YGL084C	lipids
YGL084C	lipids
YGL105W	lipids
YGL119W	lipids
YGL124C	lipids
YGL126W	lipids
YGL139W	lipids
YGL142C	lipids
YGL142C	lipids
YGL144C	lipids
YGL162W	lipids
YGL181W	lipids
YGL205W	lipids
YGL212W	lipids
YGL219C	lipids
YGR007W	lipids
YGR036C	lipids
YGR037C	lipids
YGR038W	lipids
YGR046W	lipids
YGR060W	lipids
YGR086C	lipids
YGR110W	lipids
YGR143W	lipids
YGR149W	lipids
YGR157W	lipids
YGR170W	lipids
YGR175C	lipids
YGR177C	lipids
YGR197C	lipids
YGR202C	lipids
YGR216C	lipids
YGR216C	lipids
YGR223C	lipids
YGR227W	lipids
YGR263C	lipids
YHL003C	lipids
YHL007C	lipids
YHL020C	lipids
YHL020C	lipids
YHR001W	lipids
YHR001W	lipids
YHR001W	lipids
YHR004C	lipids
YHR007C	lipids
YHR042W	lipids
YHR067W	lipids
YHR072W	lipids
YHR073W	lipids
YHR073W	lipids
YHR080C	lipids
YHR080C	lipids
YHR100C	lipids
YHR105W	lipids
YHR107C	lipids
YHR108W	lipids
YHR123W	lipids
YHR133C	lipids
YHR155W	lipids
YHR171W	lipids
YHR188C	lipids
YHR188C	lipids
YHR190W	lipids
YHR193C	lipids
YHR194W	lipids
YHR205W	lipids
YIL002C	lipids
YIL009W	lipids
YIL013C	lipids
YIL048W	lipids
YIL049W	lipids
YIL105C	lipids
YIL124W	lipids
YIL160C	lipids
YIR007W	lipids
YIR033W	lipids
YJL036W	lipids
YJL041W	lipids
YJL062W	lipids
YJL062W	lipids
YJL078C	lipids
YJL079C	lipids
YJL079C	lipids
YJL085W	lipids
YJL091C	lipids
YJL091C	lipids
YJL097W	lipids
YJL100W	lipids
YJL134W	lipids
YJL145W	lipids
YJL145W	lipids
YJL167W	lipids
YJL178C	lipids
YJL187C	lipids
YJL196C	lipids
YJR013W	lipids
YJR013W	lipids
YJR019C	lipids
YJR060W	lipids
YJR066W	lipids
YJR073C	lipids
YJR076C	lipids
YJR103W	lipids
YJR110W	lipids
YJR120W	lipids
YJR125C	lipids
YJR150C	lipids
YKL004W	lipids
YKL008C	lipids
YKL020C	lipids
YKL053C-A	lipids
YKL055C	lipids
YKL091C	lipids
YKL094W	lipids
YKL126W	lipids
YKL126W	lipids
YKL130C	lipids
YKL140W	lipids
YKL150W	lipids
YKL165C	lipids
YKL165C	lipids
YKL182W	lipids
YKL187C	lipids
YKL188C	lipids
YKL192C	lipids
YKL212W	lipids
YKR003W	lipids
YKR003W	lipids
YKR003W	lipids
YKR009C	lipids
YKR013W	lipids
YKR013W	lipids
YKR031C	lipids
YKR031C	lipids
YKR053C	lipids
YKR067W	lipids
YKR078W	lipids
YKR089C	lipids
YLL006W	lipids
YLL012W	lipids
