Group A	Group B	P value	Mean	Median	Measured Interactions	Self Interaction	Less Than	P_bonf	P_bonf < 0.05	FDR	FDR < 0.1	Uncorrected P < 0.001
D79S	chromosome segregation	4.83647565004e-27	0.077999122807	0.0643	114	False	False	6.79137910779e-23	True	6.79137910779e-23	True	True
R112A	Golgi and ER	4.87052549805e-27	-0.0222225862069	-0.02145	580	False	True	6.83919190436e-23	True	3.41959595218e-23	True	True
D79A	chromosome segregation	3.25815131338e-25	0.0771350877193	0.05945	114	False	False	4.57509607425e-21	True	1.52503202475e-21	True	True
T34G	chromosome segregation	3.01181361455e-24	0.0942622807018	0.06855	114	False	False	4.22918867755e-20	True	1.05729716939e-20	True	True
R112A	Golgi	7.72391258959e-22	-0.0354050561798	-0.03805	178	False	True	1.08459180583e-17	True	2.16918361166e-18	True	True
D79A	chromatin	2.69678481724e-20	0.0383402941176	0.02725	340	False	False	3.78682524037e-16	True	6.31137540062e-17	True	True
T34G	organelle fission	9.42443196309e-20	0.0622699453552	0.0419	183	False	False	1.32337873626e-15	True	1.8905410518e-16	True	True
T34G	chromosome	5.49901472076e-19	0.0543343891403	0.0331	221	False	False	7.72171647089e-15	True	9.65214558861e-16	True	True
G80A	chromosome segregation	6.52875551916e-19	0.0623728070175	0.0508	114	False	False	9.1676785e-15	True	1.01863094444e-15	True	True
K154M	Golgi and ER	1.10888830183e-18	0.0269298275862	0.02695	580	False	False	1.55710095343e-14	True	1.55710095343e-15	True	True
R112S	Golgi and ER	5.2148186874e-18	-0.0215705172414	-0.02305	580	False	True	7.32264840085e-14	True	6.65695309168e-15	True	True
D79S	organelle fission	5.5139236527e-18	0.0504754098361	0.0335	183	False	False	7.74265159312e-14	True	6.45220966094e-15	True	True
T34Q	chromosome segregation	6.30007611022e-18	0.0558131578947	0.0369	114	False	False	8.84656687397e-14	True	6.80505144152e-15	True	True
H141R	Golgi	1.28000049988e-17	-0.0334724719101	-0.03705	178	False	True	1.79737670193e-13	True	1.28384050138e-14	True	True
G80A	organelle fission	1.52653711409e-17	0.0506770491803	0.0322	183	False	False	2.1435634156e-13	True	1.42904227707e-14	True	True
R112S	Golgi	1.92896288007e-17	-0.0362505617978	-0.03355	178	False	True	2.70864967619e-13	True	1.69290604762e-14	True	True
T34S	Golgi and ER	2.17051024778e-17	0.0211718965517	0.0216	580	False	False	3.04783048993e-13	True	1.79284146466e-14	True	True
K129E	Golgi	2.18964165206e-17	0.0400185393258	0.0364	178	False	False	3.07469480782e-13	True	1.70816378212e-14	True	True
N84Y	Golgi	7.1325144267e-17	0.0419511235955	0.0419	178	False	False	1.0015476758e-12	True	5.27130355683e-14	True	True
R108S	Golgi and ER	1.71236672606e-16	0.0241501724138	0.0245	580	False	False	2.40450535674e-12	True	1.20225267837e-13	True	True
R112A	Golgi apparatus	2.3712663472e-16	-0.0369344262295	-0.03815	122	False	True	3.32973220474e-12	True	1.58558676416e-13	True	True
D79A	organelle fission	5.26516023253e-16	0.0500666666667	0.034	183	False	False	7.39333799853e-12	True	3.36060818115e-13	True	True
R112A	Golgi vesicle transport	7.80332441204e-16	-0.03778	-0.0438	110	False	True	1.09574281394e-11	True	4.76409919104e-13	True	True
R112A	endomembrane system	9.71118259377e-16	-0.0154547348485	-0.0198	528	False	True	1.36364425982e-11	True	5.68185108257e-13	True	True
T34E	chromosome segregation	1.32302913076e-15	0.0587763157895	0.04465	114	False	False	1.85779750541e-11	True	7.43119002164e-13	True	True
K154M	Golgi	1.76859247673e-15	0.0406033707865	0.04155	178	False	False	2.48345755583e-11	True	9.55175983011e-13	True	True
R108Y	ribosomes and translation	2.00812130505e-15	0.0264351010101	0.0244	396	False	False	2.81980393655e-11	True	1.04437182835e-12	True	True
E115I	Golgi and ER	2.16464150942e-15	0.0218682758621	0.01815	580	False	False	3.03958960753e-11	True	1.08556771698e-12	True	True
T139A	Golgi and ER	2.43041853819e-15	0.0203198275862	0.0203	580	False	False	3.41279371133e-11	True	1.1768254177e-12	True	True
T34G	chromatin	2.51174523808e-15	0.0409729411765	0.02295	340	False	False	3.52699266331e-11	True	1.1756642211e-12	True	True
K129E	Golgi vesicle transport	4.41391312265e-15	0.0453472727273	0.0416	110	False	False	6.19801680682e-11	True	1.99936026027e-12	True	True
H141R	structural constituent of ribosome	1.43775752367e-14	0.047172972973	0.0489	74	False	False	2.01889911474e-10	True	6.30905973357e-12	True	True
R112S	Golgi apparatus	1.4558831624e-14	-0.0392696721311	-0.04105	122	False	True	2.04435113664e-10	True	6.19500344435e-12	True	True
K129E	Golgi apparatus	1.48443967267e-14	0.0434245901639	0.0429	122	False	False	2.08445018837e-10	True	6.13073584814e-12	True	True
K154M	Golgi apparatus	1.68544003916e-14	0.0448073770492	0.0462	122	False	False	2.36669490298e-10	True	6.76198543709e-12	True	True
Q147E	Golgi and ER	1.89170687101e-14	-0.0114465517241	-0.01355	580	False	True	2.65633478828e-10	True	7.37870774521e-12	True	True
R108Y	structural constituent of ribosome	2.13919090337e-14	0.0494554054054	0.05995	74	False	False	3.00385186651e-10	True	8.11851855814e-12	True	True
H141R	Golgi vesicle transport	2.17212831408e-14	-0.0384790909091	-0.04125	110	False	True	3.05010257862e-10	True	8.02658573322e-12	True	True
R108Y	ribosome	2.67093025238e-14	0.0349368794326	0.037	141	False	False	3.75052026039e-10	True	9.6167186164e-12	True	True
N84Y	Golgi apparatus	2.84787377777e-14	0.0452385245902	0.0449	122	False	False	3.99898435874e-10	True	9.99746089686e-12	True	True
R108Y	cytoplasmic translation	4.12368182591e-14	0.04806	0.0581	75	False	False	5.79047401995e-10	True	1.41231073657e-11	True	True
D79S	chromatin	4.94305540417e-14	0.0364264705882	0.02655	340	False	False	6.94103839853e-10	True	1.65262819013e-11	True	True
G80A	chromatin	1.02110373561e-13	0.0362211764706	0.0214	340	False	False	1.43383386554e-09	True	3.33449736173e-11	True	True
E115I	Golgi	1.69429429947e-13	0.0344269662921	0.0275	178	False	False	2.37912805532e-09	True	5.40710921664e-11	True	True
E115I	Golgi apparatus	1.83463801415e-13	0.0407696721311	0.03375	122	False	False	2.57619869947e-09	True	5.72488599883e-11	True	True
E115A	Golgi	1.87683979229e-13	0.0332005617978	0.02905	178	False	False	2.63545843633e-09	True	5.72925747028e-11	True	True
NTER3XFLAG WT	structural constituent of ribosome	1.92016634814e-13	0.0416891891892	0.04045	74	False	False	2.69629758606e-09	True	5.7368033746e-11	True	True
