ORF	Gene_uniq	cluster	gene_name
YAL021C	YAL021C_DAMP	16	CCR4
YBR150C	YBR150C	16	TBS1
YCL014W	YCL014W	16	BUD3
YCR027C	YCR027C	16	RHB1
YDL175C	YDL175C	16	AIR2
YDR005C	YDR005C	16	MAF1
YDR069C	YDR069C_DAMP	16	DOA4
YDR121W	YDR121W	16	DPB4
YDR409W	YDR409W	16	SIZ1
YEL047C	YEL047C	16	FRD1
YEL060C	YEL060C	16	PRB1
YER068W	YER068W	16	MOT2
YGL133W	YGL133W	16	ITC1
YGL213C	YGL213C	16	SKI8
YGR184C	YGR184C	16	UBR1
YKL023W	YKL023W	16	YKL023W
YKL201C	YKL201C	16	MNN4
YKL211C	YKL211C	16	TRP3
YLR150W	YLR150W	16	STM1
YLR180W	YLR180W	16	SAM1
YLR401C	YLR401C	16	DUS3
YLR421C	YLR421C	16	RPN13
YML117W	YML117W	16	NAB6
YML123C	YML123C	16	PHO84
YNL292W	YNL292W	16	PUS4
YOL061W	YOL061W	16	PRS5
YOL093W	YOL093W	16	TRM10
YOR076C	YOR076C	16	SKI7
YOR304W	YOR304W	16	ISW2
YOR344C	YOR344C	16	TYE7
YPL212C	YPL212C	16	PUS1
YPR189W	YPR189W	16	SKI3
YBR107C	YBR107C	15	IML3
YCL016C	YCL016C	15	DCC1
YCL029C	YCL029C	15	BIK1
YCR086W	YCR086W	15	CSM1
YDR014W	YDR014W	15	RAD61
YDR150W	YDR150W	15	NUM1
YDR254W	YDR254W	15	CHL4
YDR318W	YDR318W	15	MCM21
YDR424C	YDR424C	15	DYN2
YDR488C	YDR488C	15	PAC11
YGL086W	YGL086W	15	MAD1
YGR188C	YGR188C	15	BUB1
YHR129C	YHR129C	15	ARP1
YJL013C	YJL013C	15	MAD3
YJL030W	YJL030W	15	MAD2
YJR126C	YJR126C	15	VPS70
YJR135C	YJR135C	15	MCM22
YKR010C	YKR010C	15	TOF2
YKR054C	YKR054C	15	DYN1
YLL049W	YLL049W	15	LDB18
YMR294W	YMR294W	15	JNM1
YMR299C	YMR299C	15	DYN3
YOR014W	YOR014W	15	RTS1
YOR026W	YOR026W	15	BUB3
YOR195W	YOR195W	15	SLK19
YOR269W	YOR269W	15	PAC1
YPL008W	YPL008W	15	CHL1
YPL017C	YPL017C	15	IRC15
YPL018W	YPL018W	15	CTF19
YPL155C	YPL155C	15	KIP2
YPL174C	YPL174C	15	NIP100
YPR046W	YPR046W	15	MCM16
YPR135W	YPR135W	15	CTF4
YBL024W	YBL024W	14	NCL1
YBR131W	YBR131W	14	CCZ1
YCR065W	YCR065W	14	HCM1
YDL077C	YDL077C	14	VAM6
YDR080W	YDR080W	14	VPS41
YEL003W	YEL003W	14	GIM4
YEL003W	YEL003W_DAMP	14	GIM4
YEL061C	YEL061C	14	CIN8
YER016W	YER016W	14	BIM1
YER114C	YER114C	14	BOI2
YFR019W	YFR019W	14	FAB1
YGL124C	YGL124C	14	MON1
YGL212W	YGL212W	14	VAM7
YGL216W	YGL216W	14	KIP3
YGR078C	YGR078C	14	PAC10
YIL090W	YIL090W	14	ICE2
YJR053W	YJR053W	14	BFA1
YKL025C	YKL025C	14	PAN3
YLL001W	YLL001W	14	DNM1
YML094W	YML094W	14	GIM5
YML124C	YML124C	14	TUB3
YMR055C	YMR055C	14	BUB2
YMR138W	YMR138W	14	CIN4
YNL153C	YNL153C	14	GIM3
YOL068C	YOL068C	14	HST1
YOR058C	YOR058C	14	ASE1
YOR106W	YOR106W	14	VAM3
YOR265W	YOR265W	14	RBL2
YOR266W	YOR266W	14	PNT1
YOR311C	YOR311C	14	DGK1
YPL165C	YPL165C	14	SET6
YPL241C	YPL241C	14	CIN2
YPL253C	YPL253C	14	VIK1
YPL269W	YPL269W	14	KAR9
YAL007C	YAL007C	13	ERP2
YBR272C	YBR272C	13	HSM3
YBR274W	YBR274W	13	CHK1
YDL052C	YDL052C	13	SLC1
YDL170W	YDL170W	13	UGA3
YDR294C	YDR294C	13	DPL1
YDR330W	YDR330W	13	UBX5
YDR359C	YDR359C	13	EAF1
YDR363W-A	YDR363W-A	13	SEM1
YER048C	YER048C	13	CAJ1
YER162C	YER162C	13	RAD4
YFL003C	YFL003C	13	MSH4
YFL007W	YFL007W	13	BLM10
YGL029W	YGL029W	13	CGR1
YGL141W	YGL141W	13	HUL5
YGR134W	YGR134W	13	CAF130
YGR135W	YGR135W	13	PRE9
YGR197C	YGR197C	13	SNG1
YGR237C	YGR237C	13	YGR237C
YHR207C	YHR207C	13	SET5
YIL036W	YIL036W	13	CST6
YIL037C	YIL037C	13	PRM2
YJR011C	YJR011C	13	YJR011C
YKL166C	YKL166C	13	TPK3
YKL206C	YKL206C	13	ADD66
YLL019C	YLL019C	13	KNS1
YLL024C	YLL024C	13	SSA2
