ORF	cluster	gene_name
YBR041W	19	FAT1
YBR162W-A	19	YSY6
YCR014C	19	POL4
YDL052C	19	SLC1
YDL232W	19	OST4
YDR177W	19	UBC1
YEL064C	19	AVT2
YER123W	19	YCK3
YFR036W	19	CDC26
YJL105W	19	SET4
YJL208C	19	NUC1
YJL214W	19	HXT8
YKL112W	19	ABF1
YLR450W	19	HMG2
YML051W	19	GAL80
YML075C	19	HMG1
YML119W	19	YML119W
YMR065W	19	KAR5
YMR106C	19	YKU80
YMR172W	19	HOT1
YMR266W	19	RSN1
YMR280C	19	CAT8
YMR284W	19	YKU70
YNL246W	19	VPS75
YOL064C	19	MET22
YOL065C	19	INP54
YOR016C	19	ERP4
YPL001W	19	HAT1
YPL183C	19	RTT10
YPL214C	19	THI6
YPR140W	19	TAZ1
YBL032W	18	HEK2
YBR132C	18	AGP2
YBR141C	18	BMT2
YBR270C	18	BIT2
YDL091C	18	UBX3
YDR122W	18	KIN1
YDR219C	18	MFB1
YDR257C	18	RKM4
YDR422C	18	SIP1
YER075C	18	PTP3
YER089C	18	PTC2
YFL011W	18	HXT10
YFL027C	18	GYP8
YFR031C-A	18	RPL2A
YGL060W	18	YBP2
YHR179W	18	OYE2
YIL047C	18	SYG1
YJL048C	18	UBX6
YJR036C	18	HUL4
YKL149C	18	DBR1
YKR067W	18	GPT2
YKR077W	18	MSA2
YLR044C	18	PDC1
YLR096W	18	KIN2
YLR114C	18	AVL9
YLR423C	18	ATG17
YNL128W	18	TEP1
YNL253W	18	TEX1
YOL011W	18	PLB3
YOR033C	18	EXO1
YOR124C	18	UBP2
YOR209C	18	NPT1
YOR321W	18	PMT3
YPR009W	18	SUT2
YPR119W	18	CLB2
YCL008C	17	STP22
YDL226C	17	GCS1
YDR092W	17	UBC13
YDR310C	17	SUM1
YER032W	17	FIR1
YER164W	17	CHD1
YFL033C	17	RIM15
YFR009W	17	GCN20
YGL066W	17	SGF73
YGL087C	17	MMS2
YGL195W	17	GCN1
YGR122W	17	YGR122W
YGR284C	17	ERV29
YHL002W	17	HSE1
YHL027W	17	RIM101
YIL119C	17	RPI1
YIL128W	17	MET18
YKR100C	17	SKG1
YLR119W	17	SRN2
YLR421C	17	RPN13
YMR119W	17	ASI1
YMR154C	17	RIM13
YMR202W	17	ERG2
YMR223W	17	UBP8
YNL021W	17	HDA1
YNL294C	17	RIM21
YOL068C	17	HST1
YOR030W	17	DFG16
YOR043W	17	WHI2
YOR140W	17	SFL1
YOR275C	17	RIM20
YOR307C	17	SLY41
YPL047W	17	SGF11
YPL140C	17	MKK2
YPR069C	17	SPE3
YBR131W	16	CCZ1
YCR034W	16	ELO2
YDL077C	16	VAM6
YDL126C	16	CDC48
YDR061W	16	YDR061W
YDR080W	16	VPS41
YDR096W	16	GIS1
YDR294C	16	DPL1
YDR297W	16	SUR2
YDR466W	16	PKH3
YER156C	16	YER156C
YFL003C	16	MSH4
YFR041C	16	ERJ5
YGL124C	16	MON1
YGL173C	16	XRN1
YGL212W	16	VAM7
YGR058W	16	PEF1
YHL029C	16	OCA5
YHR178W	16	STB5
YJL134W	16	LCB3
YJL138C	16	TIF2
YJL140W	16	RPB4
