ORF	cluster	gene_name
YAL051W	16	OAF1
YCL033C	16	MXR2
YCL036W	16	GFD2
YDL052C	16	SLC1
YDL089W	16	NUR1
YDL099W	16	BUG1
YDL232W	16	OST4
YDR125C	16	ECM18
YDR155C	16	CPR1
YDR161W	16	YDR161W
YDR395W	16	SXM1
YDR422C	16	SIP1
YEL062W	16	NPR2
YER123W	16	YCK3
YHR004C	16	NEM1
YIL131C	16	FKH1
YJL214W	16	HXT8
YJR052W	16	RAD7
YLR450W	16	HMG2
YML051W	16	GAL80
YMR102C	16	YMR102C
YMR255W	16	GFD1
YMR266W	16	RSN1
YMR280C	16	CAT8
YNL246W	16	VPS75
YOL065C	16	INP54
YOR101W	16	RAS1
YOR371C	16	GPB1
YPL001W	16	HAT1
YPL183C	16	RTT10
YPR052C	16	NHP6A
YAR014C	15	BUD14
YAR018C	15	KIN3
YCR008W	15	SAT4
YDL048C	15	STP4
YDL134C	15	PPH21
YDR313C	15	PIB1
YDR435C	15	PPM1
YDR505C	15	PSP1
YER167W	15	BCK2
YGR237C	15	YGR237C
YIL153W	15	RRD1
YJL098W	15	SAP185
YJL165C	15	HAL5
YJR036C	15	HUL4
YKR072C	15	SIS2
YKR074W	15	AIM29
YML035C	15	AMD1
YML107C	15	PML39
YML119W	15	YML119W
YMR039C	15	SUB1
YMR070W	15	MOT3
YMR073C	15	IRC21
YMR216C	15	SKY1
YMR273C	15	ZDS1
YNL053W	15	MSG5
YOR113W	15	AZF1
YOR322C	15	LDB19
YPL068C	15	YPL068C
YPL150W	15	YPL150W
YPL152W	15	RRD2
YPL184C	15	MRN1
YPR084W	15	YPR084W
YBR036C	14	CSG2
YBR125C	14	PTC4
YBR168W	14	PEX32
YCL010C	14	SGF29
YDL025C	14	RTK1
YDL091C	14	UBX3
YDR072C	14	IPT1
YDR074W	14	TPS2
YDR255C	14	RMD5
YER019W	14	ISC1
YER129W	14	SAK1
YGL019W	14	CKB1
YIL035C	14	CKA1
YJL082W	14	IML2
YJL128C	14	PBS2
YJR070C	14	LIA1
YKL166C	14	TPK3
YLL038C	14	ENT4
YLR006C	14	SSK1
YLR113W	14	HOG1
YMR016C	14	SOK2
YMR186W	14	HSC82
YMR205C	14	PFK2
YMR272C	14	SCS7
YNL027W	14	CRZ1
YNL064C	14	YDJ1
YNR031C	14	SSK2
YOL064C	14	MET22
YOR027W	14	STI1
YOR039W	14	CKB2
YOR061W	14	CKA2
YPL057C	14	SUR1
YPL106C	14	SSE1
YPR065W	14	ROX1
YBL081W	13	YBL081W
YBR114W	13	RAD16
YBR150C	13	TBS1
YDR009W	13	GAL3
YDR181C	13	SAS4
YDR221W	13	GTB1
YDR359C	13	EAF1
YEL047C	13	FRD1
YGL028C	13	SCW11
YGL131C	13	SNT2
YGR086C	13	PIL1
YGR097W	13	ASK10
YHR181W	13	SVP26
YJL055W	13	YJL055W
YKL140W	13	TGL1
YKL185W	13	ASH1
YKL201C	13	MNN4
YKL211C	13	TRP3
YLL019C	13	KNS1
YLR083C	13	EMP70
YLR128W	13	DCN1
YMR042W	13	ARG80
YMR054W	13	STV1
YMR127C	13	SAS2
YMR247C	13	RKR1
YOL017W	13	ESC8
YOL020W	13	TAT2
YOL049W	13	GSH2
YOL108C	13	INO4
YOR016C	13	ERP4
YOR034C	13	AKR2
YOR042W	13	CUE5
YOR213C	13	SAS5
YPL189W	13	GUP2
YPR129W	13	SCD6
YAL010C	12	MDM10
YAL048C	12	GEM1
YBL021C	12	HAP3
YBR238C	12	YBR238C
YCR028C-A	12	RIM1
YDL142C	12	CRD1
YDR219C	12	MFB1
YDR393W	12	SHE9
YDR479C	12	PEX29
YDR512C	12	EMI1
YFL027C	12	GYP8
YFL036W	12	RPO41
YGL219C	12	MDM34
YGR101W	12	PCP1
YGR231C	12	PHB2
YHR082C	12	KSP1
YHR189W	12	PTH1
YHR194W	12	MDM31
YIL134W	12	FLX1
YJL023C	12	PET130
YKL053C-A	12	MDM35
YKL109W	12	HAP4
YKL208W	12	CBT1
YKR065C	12	PAM17
YLR091W	12	GEP5
YMR282C	12	AEP2
YNL070W	12	TOM7
YNL315C	12	ATP11
YNR020C	12	ATP23
YNR041C	12	COQ2
YOL009C	12	MDM12
YOL027C	12	MDM38
YOR065W	12	CYT1
YOR330C	12	MIP1
YOR358W	12	HAP5
YPL172C	12	COX10
YPR024W	12	YME1
YPR134W	12	MSS18
YAL007C	11	ERP2
YBL011W	11	SCT1
YBL101C	11	ECM21
YCR089W	11	FIG2
YDL059C	11	RAD59
YDL125C	11	HNT1
YDL223C	11	HBT1
YDL243C	11	AAD4
YDR122W	11	KIN1
YDR233C	11	RTN1
YDR257C	11	RKM4
YDR294C	11	DPL1
YDR330W	11	UBX5
YDR332W	11	IRC3
YDR440W	11	DOT1
YGL110C	11	CUE3
YGR003W	11	CUL3
YGR019W	11	UGA1
YGR123C	11	PPT1
YGR134W	11	CAF130
YGR170W	11	PSD2
YGR174C	11	CBP4
YGR197C	11	SNG1
YHR207C	11	SET5
YIL037C	11	PRM2
YIL047C	11	SYG1
YJL103C	11	GSM1
YJL140W	11	RPB4
YKL073W	11	LHS1
YKL090W	11	CUE2
YKL179C	11	COY1
YKR103W	11	NFT1
YLL024C	11	SSA2
YML012W	11	ERV25
YNL049C	11	SFB2
YNL087W	11	TCB2
YOR191W	11	ULS1
YPR009W	11	SUT2
YPR022C	11	YPR022C
YAL023C	10	PMT2
YBL082C	10	ALG3
YBR015C	10	MNN2
YBR078W	10	ECM33
YBR171W	10	SEC66
YBR229C	10	ROT2
YCR017C	10	CWH43
YCR044C	10	PER1
YDL095W	10	PMT1
YDL203C	10	ACK1
YDR245W	10	MNN10
YDR389W	10	SAC7
YDR414C	10	ERD1
YEL031W	10	SPF1
YFL025C	10	BST1
YFL031W	10	HAC1
YGL027C	10	CWH41
YGL035C	10	MIG1
YGL049C	10	TIF4632
YGL084C	10	GUP1
YGL203C	10	KEX1
YGL226C-A	10	OST5
YGR227W	10	DIE2
YHR079C	10	IRE1
YJL062W	10	LAS21
YJL139C	10	YUR1
YJL183W	10	MNN11
YJR075W	10	HOC1
YJR117W	10	STE24
YLR056W	10	ERG3
YLR087C	10	CSF1
YML008C	10	ERG6
YMR015C	10	ERG5
YMR214W	10	SCJ1
YMR307W	10	GAS1
YNL167C	10	SKO1
YNL238W	10	KEX2
YNL322C	10	KRE1
YNR030W	10	ALG12
YOR002W	10	ALG6
YOR008C	10	SLG1
YOR067C	10	ALG8
YOR085W	10	OST3
YOR154W	10	SLP1
