ORF	Gene_uniq	cluster	gene_name
YAL021C	YAL021C	17	CCR4
YBL085W	YBL085W	17	BOI1
YBL101C	YBL101C	17	ECM21
YDL125C	YDL125C	17	HNT1
YDR126W	YDR126W	17	SWF1
YDR496C	YDR496C	17	PUF6
YDR505C	YDR505C	17	PSP1
YFR036W	YFR036W_TSQ91	17	CDC26
YGR085C	YGR085C	17	RPL11B
YIL079C	YIL079C	17	AIR1
YIR003W	YIR003W	17	AIM21
YJL020C	YJL020C	17	BBC1
YJL055W	YJL055W	17	YJL055W
YJL098W	YJL098W	17	SAP185
YJL214W	YJL214W	17	HXT8
YKL079W	YKL079W	17	SMY1
YKL092C	YKL092C	17	BUD2
YKL101W	YKL101W	17	HSL1
YKR100C	YKR100C	17	SKG1
YLL021W	YLL021W	17	SPA2
YLR102C	YLR102C	17	APC9
YLR452C	YLR452C	17	SST2
YML017W	YML017W	17	PSP2
YMR039C	YMR039C	17	SUB1
YMR070W	YMR070W	17	MOT3
YMR092C	YMR092C	17	AIP1
YNL068C	YNL068C	17	FKH2
YPL001W	YPL001W	17	HAT1
YPR022C	YPR022C	17	YPR022C
YPR032W	YPR032W	17	SRO7
YPR043W	YPR043W	17	RPL43A
YPR045C	YPR045C	17	THP3
YPR119W	2_YPR119W	17	CLB2
YBR150C	YBR150C	16	TBS1
YBR290W	YBR290W	16	BSD2
YCR088W	YCR088W	16	ABP1
YDL167C	YDL167C	16	NRP1
YDL176W	YDL176W	16	YDL176W
YDL185W	YDL185W	16	VMA1
YDL213C	YDL213C	16	NOP6
YDR005C	YDR005C	16	MAF1
YDR155C	YDR155C	16	CPR1
YER068W	YER068W	16	MOT2
YFL031W	YFL031W	16	HAC1
YGL226C-A	YGL226C-A	16	OST5
YGL242C	YGL242C	16	YGL242C
YGL253W	YGL253W	16	HXK2
YGR105W	YGR105W	16	VMA21
YGR123C	YGR123C	16	PPT1
YHR079C	YHR079C	16	IRE1
YIL036W	YIL036W	16	CST6
YIR002C	YIR002C	16	MPH1
YJL197W	YJL197W	16	UBP12
YKL007W	YKL007W	16	CAP1
YKL081W	YKL081W	16	TEF4
YLR180W	YLR180W	16	SAM1
YML048W	YML048W	16	GSF2
YML067C	YML067C	16	ERV41
YMR109W	YMR109W	16	MYO5
YMR123W	YMR123W	16	PKR1
YMR176W	YMR176W	16	ECM5
YNL106C	YNL106C	16	INP52
YOL049W	YOL049W	16	GSH2
YOR085W	YOR085W	16	OST3
YPL116W	YPL116W	16	HOS3
YPL189W	YPL189W	16	GUP2
YPR066W	YPR066W	16	UBA3
YPR129W	YPR129W	16	SCD6
YBR181C	YBR181C	15	RPS6B
YCR089W	YCR089W	15	FIG2
YDL061C	YDL061C	15	RPS29B
YDL083C	YDL083C	15	RPS16B
YDL170W	YDL170W	15	UGA3
YDL224C	YDL224C	15	WHI4
YDR083W	YDR083W	15	RRP8
YDR125C	YDR125C	15	ECM18
YER002W	YER002W	15	NOP16
YGL078C	YGL078C	15	DBP3
YGL110C	YGL110C	15	CUE3
YHR021C	YHR021C	15	RPS27B
YHR066W	YHR066W	15	SSF1
YHR081W	YHR081W	15	LRP1
YHR082C	YHR082C	15	KSP1
YHR203C	YHR203C	15	RPS4B
YIL110W	YIL110W	15	HPM1
YJL103C	YJL103C	15	GSM1
YJL136C	YJL136C	15	RPS21B
YML051W	YML051W	15	GAL80
YML063W	YML063W	15	RPS1B
YML108W	YML108W	15	YML108W
YML119W	YML119W	15	YML119W
YMR102C	YMR102C	15	YMR102C
YMR269W	YMR269W	15	TMA23
YNL116W	YNL116W	15	DMA2
YNL224C	YNL224C	15	SQS1
YNL227C	YNL227C	15	JJJ1
YNL299W	YNL299W	15	TRF5
YOL020W	YOL020W	15	TAT2
YOL041C	YOL041C	15	NOP12
YOL065C	YOL065C	15	INP54
YOL080C	YOL080C	15	REX4
YOL108C	YOL108C	15	INO4
YOR016C	YOR016C	15	ERP4
YOR078W	YOR078W	15	BUD21
YPL239W	YPL239W	15	YAR1
YBR195C	YBR195C	14	MSI1
YCL016C	YCL016C	14	DCC1
YCL061C	YCL061C	14	MRC1
YCR066W	YCR066W	14	RAD18
YDL134C	YDL134C	14	PPH21
YDR076W	YDR076W	14	RAD55
YDR217C	YDR217C	14	RAD9
YDR225W	YDR225W	14	HTA1
YDR293C	YDR293C	14	SSD1
YDR359C	YDR359C	14	EAF1
YDR363W	YDR363W	14	ESC2
YDR369C	YDR369C	14	XRS2
YDR435C	YDR435C	14	PPM1
YER161C	YER161C	14	SPT2
YGL003C	YGL003C	14	CDH1
YGL029W	YGL029W	14	CGR1
YGL163C	YGL163C	14	RAD54
YIL153W	YIL153W	14	RRD1
YJL115W	YJL115W	14	ASF1
YJR043C	YJR043C	14	POL32
YKL113C	YKL113C	14	RAD27
YKL160W	YKL160W	14	ELF1
YLL002W	YLL002W	14	RTT109
YLR032W	YLR032W	14	RAD5
YLR079W	YLR079W	14	SIC1
YML007W	YML007W	14	YAP1
YML028W	YML028W	14	TSA1
YMR038C	YMR038C	14	CCS1
YMR048W	YMR048W	14	CSM3
YMR073C	YMR073C	14	IRC21
YMR179W	YMR179W	14	SPT21
YMR190C	YMR190C	14	SGS1
YMR224C	YMR224C	14	MRE11
YMR273C	YMR273C	14	ZDS1
YOR025W	YOR025W	14	HST3
YOR080W	YOR080W	14	DIA2
YOR346W	YOR346W	14	REV1
YPL008W	YPL008W	14	CHL1
YPL152W	YPL152W	14	RRD2
YPR018W	YPR018W	14	RLF2
YPR135W	YPR135W	14	CTF4
YPR164W	YPR164W	14	MMS1
YAL007C	YAL007C	13	ERP2
YAR014C	YAR014C	13	BUD14
YAR018C	YAR018C	13	KIN3
YBL011W	YBL011W	13	SCT1
YBL082C	YBL082C	13	ALG3
YBR036C	YBR036C	13	CSG2
YBR125C	YBR125C	13	PTC4
YBR168W	YBR168W	13	PEX32
YCR044C	YCR044C	13	PER1
YDL052C	YDL052C	13	SLC1
YDL076C	YDL076C	13	RXT3
YDL117W	YDL117W	13	CYK3
YDR009W	YDR009W	13	GAL3
YDR072C	YDR072C	13	IPT1
YDR074W	YDR074W	13	TPS2
YDR221W	YDR221W	13	GTB1
YDR294C	YDR294C	13	DPL1
YDR332W	YDR332W	13	IRC3
YDR477W	YDR477W	13	SNF1
YER089C	YER089C	13	PTC2
YFL025C	YFL025C	13	BST1
YGL115W	YGL115W	13	SNF4
YGL203C	YGL203C	13	KEX1
YGR086C	YGR086C	13	PIL1
YGR170W	YGR170W	13	PSD2
YGR227W	YGR227W	13	DIE2
YGR229C	YGR229C	13	SMI1
YHR181W	YHR181W	13	SVP26
YJL139C	YJL139C	13	YUR1
YJR010C-A	YJR010C-A	13	SPC1
YJR118C	YJR118C	13	ILM1
YKL073W	YKL073W	13	LHS1
YKL120W	YKL120W	13	OAC1
YLL024C	YLL024C	13	SSA2
YML012W	YML012W	13	ERV25
YMR010W	YMR010W	13	YMR010W
YMR214W	YMR214W	13	SCJ1
YMR264W	YMR264W	13	CUE1
YNL016W	YNL016W	13	PUB1
YNL027W	YNL027W	13	CRZ1
YNL049C	YNL049C	13	SFB2
YNL087W	YNL087W	13	TCB2
YNL154C	YNL154C	13	YCK2
YNL297C	YNL297C	13	MON2
YNR030W	YNR030W	13	ALG12
YOL031C	YOL031C	13	SIL1
YOR002W	YOR002W	13	ALG6
YOR067C	YOR067C	13	ALG8
YOR154W	YOR154W	13	SLP1
YPL057C	YPL057C	13	SUR1
YPL227C	YPL227C	13	ALG5
YAL011W	YAL011W	12	SWC3
YBL066C	YBL066C	12	SEF1
YBR057C	YBR057C	12	MUM2
YBR082C	YBR082C	12	UBC4
YBR107C	YBR107C	12	IML3
YBR231C	YBR231C	12	SWC5
YCL029C	YCL029C	12	BIK1
YCR086W	YCR086W	12	CSM1
YDL122W	YDL122W	12	UBP1
YDR092W	YDR092W	12	UBC13
YDR150W	YDR150W	12	NUM1
YDR254W	YDR254W	12	CHL4
YDR318W	YDR318W	12	MCM21
YDR334W	YDR334W	12	SWR1
YDR424C	YDR424C	12	DYN2
YDR485C	YDR485C	12	VPS72
YDR488C	YDR488C	12	PAC11
YEL037C	YEL037C	12	RAD23
YFL027C	YFL027C	12	GYP8
YFR009W	YFR009W	12	GCN20
YGL086W	YGL086W	12	MAD1
YGL087C	YGL087C	12	MMS2
YGL195W	YGL195W	12	GCN1
YGR019W	YGR019W	12	UGA1
YHL002W	YHL002W	12	HSE1
YHR129C	YHR129C	12	ARP1
YIL029C	YIL029C	12	YIL029C
YJL013C	YJL013C	12	MAD3
YJL030W	YJL030W	12	MAD2
YJR053W	YJR053W	12	BFA1
YJR126C	YJR126C	12	VPS70
YJR135C	YJR135C	12	MCM22
YKL025C	YKL025C	12	PAN3
YKL032C	YKL032C	12	IXR1
YKR010C	YKR010C	12	TOF2
YKR054C	YKR054C	12	DYN1
YLL049W	YLL049W	12	LDB18
YLR085C	YLR085C	12	ARP6
YML041C	YML041C	12	VPS71
YML128C	YML128C	12	MSC1
YMR054W	YMR054W	12	STV1
YMR055C	YMR055C	12	BUB2
YMR060C	YMR060C	12	SAM37
YMR294W	YMR294W	12	JNM1
YMR299C	YMR299C	12	DYN3
YOL012C	YOL012C	12	HTZ1
YOR014W	YOR014W	12	RTS1
YOR195W	YOR195W	12	SLK19
YOR265W	YOR265W	12	RBL2
YOR266W	YOR266W	12	PNT1
YOR269W	YOR269W	12	PAC1
YPL017C	YPL017C	12	IRC15
YPL018W	YPL018W	12	CTF19
YPL155C	YPL155C	12	KIP2
YPL174C	YPL174C	12	NIP100
YPR046W	YPR046W	12	MCM16
YBL024W	YBL024W	11	NCL1
YBL051C	YBL051C	11	PIN4
YBL087C	YBL087C	11	RPL23A
YBR031W	YBR031W	11	RPL4A
YBR073W	YBR073W	11	RDH54
YBR131W	YBR131W	11	CCZ1
YBR291C	YBR291C	11	CTP1
YCL001W-A	YCL001W-A	11	YCL001W-A
YCR024C-A	YCR024C-A	11	PMP1
YCR065W	YCR065W	11	HCM1
YDL082W	YDL082W	11	RPL13A
YDL130W	YDL130W	11	RPP1B
YDL136W	YDL136W	11	RPL35B
YDL203C	YDL203C	11	ACK1
YDR183W	YDR183W	11	PLP1
YEL003W	YEL003W	11	GIM4
YEL003W	YEL003W_DAMP	11	GIM4
YEL061C	YEL061C	11	CIN8
YER016W	YER016W	11	BIM1
YER114C	YER114C	11	BOI2
YER149C	YER149C	11	PEA2
YFR019W	YFR019W	11	FAB1
YFR040W	YFR040W	11	SAP155
YGL124C	YGL124C	11	MON1
YGL147C	YGL147C	11	RPL9A
YGL216W	YGL216W	11	KIP3
YGR054W	YGR054W	11	YGR054W
YGR078C	YGR078C	11	PAC10
YHL033C	YHL033C	11	RPL8A
YIL090W	YIL090W	11	ICE2
YIL134W	YIL134W	11	FLX1
YJL138C	YJL138C	11	TIF2
YJL177W	YJL177W	11	RPL17B
YKL009W	YKL009W	11	MRT4
YKL023W	YKL023W	11	YKL023W
YKR024C	YKR024C	11	DBP7
YKR059W	YKR059W	11	TIF1
YLL001W	YLL001W	11	DNM1
YLR024C	YLR024C	11	UBR2
YLR429W	YLR429W	11	CRN1
YML094W	YML094W	11	GIM5
YML124C	YML124C	11	TUB3
YMR100W	YMR100W	11	MUB1
YNL079C	YNL079C	11	TPM1
YNL153C	YNL153C	11	GIM3
YNL271C	YNL271C	11	BNI1
YOL068C	YOL068C	11	HST1
YOR058C	YOR058C	11	ASE1
YOR311C	YOR311C	11	DGK1
YPL079W	YPL079W	11	RPL21B
YPL089C	YPL089C	11	RLM1
YPL090C	YPL090C	11	RPS6A
YPL161C	YPL161C	11	BEM4
YPL165C	YPL165C	11	SET6
YPL241C	YPL241C	11	CIN2
YPL269W	YPL269W	11	KAR9
YPR069C	YPR069C	11	SPE3
YPR119W	1_YPR119W	11	CLB2
YAL021C	YAL021C_DAMP	10	CCR4
YBR098W	YBR098W	10	MMS4
YBR274W	YBR274W	10	CHK1
YCL008C	YCL008C	10	STP22
YCL011C	YCL011C	10	GBP2
YCR027C	YCR027C	10	RHB1
YDL048C	YDL048C	10	STP4
YDL091C	YDL091C	10	UBX3
YDL230W	YDL230W	10	PTP1
YDR069C	YDR069C_DAMP	10	DOA4
YDR279W	YDR279W	10	RNH202
YDR386W	YDR386W	10	MUS81
YDR388W	YDR388W_DAMP	10	RVS167
YEL047C	YEL047C	10	FRD1
YER048C	YER048C	10	CAJ1
YER075C	YER075C	10	PTP3
YER162C	YER162C	10	RAD4
YFL007W	YFL007W	10	BLM10
YGL175C	YGL175C	10	SAE2
YGL213C	YGL213C	10	SKI8
YGR122W	YGR122W	10	YGR122W
YHL027W	YHL027W	10	RIM101
YHR001W-A	YHR001W-A	10	QCR10
YHR114W	YHR114W	10	BZZ1
YHR134W	YHR134W	10	WSS1
YIL131C	YIL131C	10	FKH1
YIL156W	YIL156W	10	UBP7
YJL092W	YJL092W	10	SRS2
YJR011C	YJR011C	10	YJR011C
YKL109W	YKL109W	10	HAP4
YKL211C	YKL211C	10	TRP3
YLL045C	YLL045C	10	RPL8B
YLR131C	YLR131C	10	ACE2
YLR135W	YLR135W	10	SLX4
YLR154C	YLR154C	10	RNH203
YLR421C	YLR421C	10	RPN13
YMR119W	YMR119W	10	ASI1
YMR201C	YMR201C	10	RAD14
YNL021W	YNL021W	10	HDA1
YNL031C	YNL031C	10	HHT2
YNL072W	YNL072W	10	RNH201
YNL082W	YNL082W	10	PMS1
YNL255C	YNL255C	10	GIS2
YNL288W	YNL288W	10	CAF40
YNL292W	YNL292W	10	PUS4
YNL294C	YNL294C	10	RIM21
YNR065C	YNR065C	10	YNR065C
YOL062C	YOL062C	10	APM4
YOL093W	YOL093W	10	TRM10
YOR030W	YOR030W	10	DFG16
YOR043W	YOR043W	10	WHI2
YOR076C	YOR076C	10	SKI7
YOR083W	YOR083W	10	WHI5
YOR171C	YOR171C	10	LCB4
YOR275C	YOR275C	10	RIM20
YOR327C	YOR327C	10	SNC2
YPL022W	YPL022W	10	RAD1
YPL212C	YPL212C	10	PUS1
YPR189W	YPR189W	10	SKI3
YAL020C	YAL020C	9	ATS1
YBL103C	YBL103C	9	RTG3
YBR076W	YBR076W	9	ECM8
YBR221C	YBR221C	9	PDB1
YCR008W	YCR008W	9	SAT4
YDR127W	YDR127W	9	ARO1
YDR128W	YDR128W	9	MTC5
YDR255C	YDR255C	9	RMD5
YDR422C	YDR422C	9	SIP1
YDR463W	YDR463W	9	STP1
YER061C	YER061C	9	CEM1
YER123W	YER123W	9	YCK3
YER129W	YER129W	9	SAK1
YER174C	YER174C	9	GRX4
YER178W	YER178W	9	PDA1
YGL019W	YGL019W	9	CKB1
YGL105W	YGL105W	9	ARC1
YGL211W	YGL211W	9	NCS6
YGR178C	YGR178C	9	PBP1
YGR200C	YGR200C	9	ELP2
YHL029C	YHL029C	9	OCA5
YHR006W	YHR006W	9	STP2
YHR067W	YHR067W	9	HTD2
YHR111W	YHR111W	9	UBA4
YHR187W	YHR187W	9	IKI1
YIL008W	YIL008W	9	URM1
YIL035C	YIL035C	9	CKA1
YIR023W	YIR023W	9	DAL81
YJL046W	YJL046W	9	AIM22
YJL165C	YJL165C	9	HAL5
YJR059W	YJR059W	9	PTK2
