ORF	cluster	gene_name
YBL008W	2	HIR1
YBL021C	2	HAP3
YBL047C	2	EDE1
YBL061C	2	SKT5
YBL078C	2	ATG8
YBL079W	2	NUP170
YBL087C	2	RPL23A
YBL103C	2	RTG3
YBR009C	2	HHF1
YBR023C	2	CHS3
YBR076W	2	ECM8
YBR098W	2	MMS4
YBR119W	2	MUD1
YBR159W	2	IFA38
YBR181C	2	RPS6B
YBR215W	2	HPC2
YBR229C	2	ROT2
YBR274W	2	CHK1
YBR289W	2	SNF5
YCL011C	2	GBP2
YCL029C	2	BIK1
YCR028C-A	2	RIM1
YCR066W	2	RAD18
YDL061C	2	RPS29B
YDL082W	2	RPL13A
YDL088C	2	ASM4
YDL091C	2	UBX3
YDL136W	2	RPL35B
YDL226C	2	GCS1
YDR005C	2	MAF1
YDR014W	2	RAD61
YDR072C	2	IPT1
YDR074W	2	TPS2
YDR083W	2	RRP8
YDR101C	2	ARX1
YDR121W	2	DPB4
YDR156W	2	RPA14
YDR173C	2	ARG82
YDR181C	2	SAS4
YDR192C	2	NUP42
YDR217C	2	RAD9
YDR225W	2	HTA1
YDR260C	2	SWM1
YDR297W	2	SUR2
YDR335W	2	MSN5
YDR363W	2	ESC2
YDR369C	2	XRS2
YDR386W	2	MUS81
YDR440W	2	DOT1
YDR448W	2	ADA2
YDR477W	2	SNF1
YEL037C	2	RAD23
YEL043W	2	YEL043W
YER031C	2	YPT31
YER089C	2	PTC2
YER114C	2	BOI2
YER161C	2	SPT2
YER162C	2	RAD4
YER177W	2	BMH1
YGL019W	2	CKB1
YGL027C	2	CWH41
YGL058W	2	RAD6
YGL066W	2	SGF73
YGL078C	2	DBP3
YGL086W	2	MAD1
YGL105W	2	ARC1
YGL163C	2	RAD54
YGL213C	2	SKI8
YGL253W	2	HXK2
YGR105W	2	VMA21
YGR135W	2	PRE9
YGR170W	2	PSD2
YGR174C	2	CBP4
YGR178C	2	PBP1
YHL033C	2	RPL8A
YHR066W	2	SSF1
YHR111W	2	UBA4
YHR142W	2	CHS7
YHR194W	2	MDM31
YHR200W	2	RPN10
YHR203C	2	RPS4B
YIL008W	2	URM1
YIL044C	2	AGE2
YIL133C	2	RPL16A
YIL134W	2	FLX1
YIR023W	2	DAL81
YJL013C	2	MAD3
YJL030W	2	MAD2
YJL092W	2	SRS2
YJL098W	2	SAP185
YJL115W	2	ASF1
YJL128C	2	PBS2
YJL139C	2	YUR1
YJL148W	2	RPA34
YJL168C	2	SET2
YJL187C	2	SWE1
YJR053W	2	BFA1
YJR066W	2	TOR1
YJR140C	2	HIR3
YKL068W	2	NUP100
YKL101W	2	HSL1
YKL176C	2	LST4
YKR042W	2	UTH1
YKR095W	2	MLP1
YLL001W	2	DNM1
YLL002W	2	RTT109
YLL038C	2	ENT4
YLL039C	2	UBI4
YLL043W	2	FPS1
YLL045C	2	RPL8B
YLR018C	2	POM34
YLR021W	2	IRC25
YLR032W	2	RAD5
YLR102C	2	APC9
YLR113W	2	HOG1
YLR425W	2	TUS1
YLR435W	2	TSR2
YML063W	2	RPS1B
YML124C	2	TUB3
YMR026C	2	PEX12
YMR055C	2	BUB2
YMR075W	2	RCO1
YMR129W	2	POM152
YMR138W	2	CIN4
YMR153W	2	NUP53
YMR179W	2	SPT21
YMR190C	2	SGS1
YMR201C	2	RAD14
YMR214W	2	SCJ1
YMR219W	2	ESC1
YMR223W	2	UBP8
YMR224C	2	MRE11
YMR269W	2	TMA23
YMR273C	2	ZDS1
YMR275C	2	BUL1
YMR282C	2	AEP2
YNL021W	2	HDA1
YNL031C	2	HHT2
YNL037C	2	IDH1
YNL054W	2	VAC7
YNL199C	2	GCR2
YNL233W	2	BNI4
YNL307C	2	MCK1
YNL322C	2	KRE1
YNR031C	2	SSK2
YNR041C	2	COQ2
YOL006C	2	TOP1
YOL041C	2	NOP12
YOL068C	2	HST1
YOR014W	2	RTS1
YOR039W	2	CKB2
YOR076C	2	SKI7
YOR113W	2	AZF1
YOR127W	2	RGA1
YOR140W	2	SFL1
YOR195W	2	SLK19
YOR233W	2	KIN4
YOR265W	2	RBL2
YOR266W	2	PNT1
YOR355W	2	GDS1
YPL008W	2	CHL1
YPL037C	2	EGD1
YPL047W	2	SGF11
YPL079W	2	RPL21B
YPL090C	2	RPS6A
YPL226W	2	NEW1
YPL239W	2	YAR1
YPL241C	2	CIN2
YPL253C	2	VIK1
YPL269W	2	KAR9
YPR018W	2	RLF2
YPR023C	2	EAF3
YPR043W	2	RPL43A
YPR045C	2	THP3
YPR066W	2	UBA3
YPR134W	2	MSS18
YPR164W	2	MMS1
YPR167C	2	MET16
YPR189W	2	SKI3
YAL007C	1	ERP2
YAL019W	1	FUN30
YAL021C	1	CCR4
YAL042W	1	ERV46
YAL051W	1	OAF1
YAL055W	1	PEX22
YAR018C	1	KIN3
YBL011W	1	SCT1
YBL017C	1	PEP1
YBL024W	1	NCL1
YBL046W	1	PSY4
YBL051C	1	PIN4
YBL066C	1	SEF1
YBL075C	1	SSA3
YBL081W	1	YBL081W
YBL085W	1	BOI1
YBL101C	1	ECM21
YBR015C	1	MNN2
YBR022W	1	POA1
YBR025C	1	OLA1
YBR031W	1	RPL4A
YBR034C	1	HMT1
YBR073W	1	RDH54
YBR093C	1	PHO5
YBR094W	1	PBY1
YBR108W	1	AIM3
YBR114W	1	RAD16
YBR125C	1	PTC4
YBR132C	1	AGP2
YBR150C	1	TBS1
YBR156C	1	SLI15
YBR162C	1	TOS1
YBR168W	1	PEX32
