ORF	Gene_uniq	cluster	gene_name
YBL007C	YBL007C	19	SLA1
YBL047C	YBL047C	19	EDE1
YBR108W	YBR108W	19	AIM3
YBR162C	YBR162C	19	TOS1
YBR290W	YBR290W	19	BSD2
YCR009C	YCR009C	19	RVS161
YCR063W	YCR063W	19	BUD31
YCR088W	YCR088W	19	ABP1
YDL176W	YDL176W	19	YDL176W
YDL213C	YDL213C	19	NOP6
YDR276C	YDR276C	19	PMP3
YDR388W	YDR388W	19	RVS167
YDR388W	YDR388W_DAMP	19	RVS167
YER005W	YER005W	19	YND1
YFR019W	YFR019W	19	FAB1
YGL228W	YGL228W	19	SHE10
YGL242C	YGL242C	19	YGL242C
YHL002W	YHL002W	19	HSE1
YIL095W	YIL095W	19	PRK1
YIR002C	YIR002C	19	MPH1
YKL007W	YKL007W	19	CAP1
YKL041W	YKL041W	19	VPS24
YLR119W	YLR119W	19	SRN2
YML067C	YML067C	19	ERV41
YMR109W	YMR109W	19	MYO5
YNL086W	YNL086W	19	SNN1
YNL106C	YNL106C	19	INP52
YNR006W	YNR006W	19	VPS27
YOR035C	YOR035C	19	SHE4
YPR173C	YPR173C	19	VPS4
YAL024C	YAL024C	18	LTE1
YBL085W	YBL085W	18	BOI1
YBR255W	YBR255W	18	MTC4
YBR269C	YBR269C	18	SDH8
YBR281C	YBR281C	18	DUG2
YBR286W	YBR286W	18	APE3
YBR295W	YBR295W	18	PCA1
YBR298C	YBR298C	18	MAL31
YCL001W-A	YCL001W-A	18	YCL001W-A
YCL037C	YCL037C	18	SRO9
YCR024C-A	YCR024C-A	18	PMP1
YCR026C	YCR026C	18	NPP1
YCR036W	YCR036W	18	RBK1
YCR050C	YCR050C	18	YCR050C
YCR061W	YCR061W	18	YCR061W
YCR087C-A	YCR087C-A	18	YCR087C-A
YER048C	YER048C	18	CAJ1
YGL173C	YGL173C	18	XRN1
YGR092W	YGR092W	18	DBF2
YHR021C	YHR021C	18	RPS27B
YHR151C	YHR151C	18	MTC6
YJL136C	YJL136C	18	RPS21B
YKL009W	YKL009W	18	MRT4
YKL092C	YKL092C	18	BUD2
YKR024C	YKR024C	18	DBP7
YML101C	YML101C	18	CUE4
YMR116C	YMR116C	18	ASC1
YNL016W	YNL016W	18	PUB1
YPL119C	YPL119C	18	DBP1
YPL189W	YPL189W	18	GUP2
YPR129W	YPR129W	18	SCD6
YAL042W	YAL042W	17	ERV46
YBR041W	YBR041W	17	FAT1
YBR125C	YBR125C	17	PTC4
YBR212W	YBR212W	17	NGR1
YCR014C	YCR014C	17	POL4
YCR020C	YCR020C	17	PET18
YDL135C	YDL135C	17	RDI1
YDR074W	YDR074W	17	TPS2
YDR096W	YDR096W	17	GIS1
YDR122W	YDR122W	17	KIN1
YDR477W	YDR477W	17	SNF1
YER123W	YER123W	17	YCK3
YER129W	YER129W	17	SAK1
YFL027C	YFL027C	17	GYP8
YFL030W	YFL030W	17	AGX1
YGL115W	YGL115W	17	SNF4
YGR019W	YGR019W	17	UGA1
YGR178C	YGR178C	17	PBP1
YHR006W	YHR006W	17	STP2
YHR135C	YHR135C	17	YCK1
YIR023W	YIR023W	17	DAL81
YJL082W	YJL082W	17	IML2
YJL198W	YJL198W	17	PHO90
YJR035W	YJR035W	17	RAD26
YKL140W	YKL140W	17	TGL1
YKR043C	YKR043C	17	SHB17
YLR146C	YLR146C	17	SPE4
YMR255W	YMR255W	17	GFD1
YMR266W	YMR266W	17	RSN1
YNL154C	YNL154C	17	YCK2
YOL065C	YOL065C	17	INP54
YOR298C-A	YOR298C-A	17	MBF1
YPR063C	YPR063C	17	YPR063C
YBR283C	YBR283C	16	SSH1
YCL045C	YCL045C	16	EMC1
YCR089W	YCR089W	16	FIG2
YDL025C	YDL025C	16	RTK1
YDL155W	1_YDL155W	16	CLB3
YDL223C	YDL223C	16	HBT1
YDL243C	YDL243C	16	AAD4
YDR440W	YDR440W	16	DOT1
YDR479C	YDR479C	16	PEX29
YGL081W	YGL081W	16	YGL081W
YGL110C	YGL110C	16	CUE3
YGL196W	YGL196W	16	DSD1
YGR157W	YGR157W	16	CHO2
YGR202C	YGR202C	16	PCT1
YIR033W	YIR033W	16	MGA2
YJL214W	YJL214W	16	HXT8
YJR073C	YJR073C	16	OPI3
YJR088C	YJR088C	16	EMC2
YKL020C	YKL020C	16	SPT23
YKL207W	YKL207W	16	EMC3
YLR133W	YLR133W	16	CKI1
YML008C	YML008C	16	ERG6
YMR003W	YMR003W	16	AIM34
YMR015C	YMR015C	16	ERG5
YMR029C	YMR029C	16	FAR8
YMR052W	YMR052W	16	FAR3
YMR161W	YMR161W	16	HLJ1
YMR275C	YMR275C	16	BUL1
YNL087W	YNL087W	16	TCB2
YNL128W	YNL128W	16	TEP1
YNR032W	YNR032W	16	PPG1
YOL108C	YOL108C	16	INO4
YPL041C	YPL041C	16	MRX11
YPL192C	YPL192C	16	PRM3
YPL244C	YPL244C	16	HUT1
YPR030W	YPR030W	16	CSR2
YAL040C	YAL040C	15	CLN3
YAL053W	YAL053W	15	FLC2
YAR014C	YAR014C	15	BUD14
YAR018C	YAR018C	15	KIN3
YBR135W	YBR135W_DAmP	15	CKS1
YBR160W	YBR160W	15	CDC28
YDL056W	YDL056W	15	MBP1
YDL125C	YDL125C	15	HNT1
YDR049W	YDR049W	15	VMS1
YDR075W	YDR075W	15	PPH3
YDR335W	YDR335W	15	MSN5
YDR435C	YDR435C	15	PPM1
YDR505C	YDR505C	15	PSP1
YER111C	YER111C	15	SWI4
YER167W	YER167W	15	BCK2
YGL019W	YGL019W	15	CKB1
YGL060W	YGL060W	15	YBP2
YGL161C	YGL161C	15	YIP5
YGL167C	YGL167C	15	PMR1
YGL168W	YGL168W	15	HUR1
YGL203C	YGL203C	15	KEX1
YIL035C	YIL035C	15	CKA1
YIL153W	YIL153W	15	RRD1
YKL048C	YKL048C	15	ELM1
YKL101W	YKL101W	15	HSL1
YMR036C	YMR036C	15	MIH1
