ORF	Gene_uniq	cluster	gene_name
YBL081W	YBL081W	25	YBL081W
YBR069C	YBR069C	25	TAT1
YCR008W	YCR008W	25	SAT4
YCR053W	YCR053W	25	THR4
YDL134C	YDL134C	25	PPH21
YDR257C	YDR257C	25	RKM4
YDR490C	YDR490C	25	PKH1
YER048C	YER048C	25	CAJ1
YER052C	YER052C	25	HOM3
YGR208W	YGR208W	25	SER2
YHR185C	YHR185C	25	PFS1
YIL036W	YIL036W	25	CST6
YIL037C	YIL037C	25	PRM2
YIL047C	YIL047C	25	SYG1
YJL165C	YJL165C	25	HAL5
YJR066W	YJR066W	25	TOR1
YJR131W	YJR131W	25	MNS1
YJR139C	YJR139C	25	HOM6
YKL005C	YKL005C	25	BYE1
YKR098C	YKR098C	25	UBP11
YLL019C	YLL019C	25	KNS1
YLR024C	YLR024C	25	UBR2
YLR128W	YLR128W	25	DCN1
YML108W	YML108W	25	YML108W
YMR100W	YMR100W	25	MUB1
YMR186W	YMR186W	25	HSC82
YOR027W	YOR027W	25	STI1
YOR184W	YOR184W	25	SER1
YOR189W	YOR189W	25	IES4
YPR009W	YPR009W	25	SUT2
YAL040C	YAL040C	24	CLN3
YBL027W	YBL027W	24	RPL19B
YBL036C	YBL036C	24	YBL036C
YBL072C	YBL072C	24	RPS8A
YBL079W	YBL079W	24	NUP170
YBR135W	YBR135W_DAmP	24	CKS1
YBR274W	YBR274W	24	CHK1
YCR086W	YCR086W	24	CSM1
YDL088C	YDL088C	24	ASM4
YDR101C	YDR101C	24	ARX1
YDR192C	YDR192C	24	NUP42
YDR439W	YDR439W	24	LRS4
YFR053C	YFR053C	24	HXK1
YGL029W	YGL029W	24	CGR1
YGL167C	YGL167C	24	PMR1
YGL168W	YGL168W	24	HUR1
YGR081C	YGR081C	24	SLX9
YHR001W-A	YHR001W-A	24	QCR10
YHR158C	YHR158C	24	KEL1
YJR054W	YJR054W	24	KCH1
YJR074W	YJR074W	24	MOG1
YKL048C	YKL048C	24	ELM1
YKL068W	YKL068W	24	NUP100
YKR010C	YKR010C	24	TOF2
YKR048C	YKR048C	24	NAP1
YLR018C	YLR018C	24	POM34
YLR452C	YLR452C	24	SST2
YML103C	YML103C	24	NUP188
YMR129W	YMR129W	24	POM152
YMR153W	YMR153W	24	NUP53
YNL199C	YNL199C	24	GCR2
YPL256C	YPL256C	24	CLN2
YPR120C	1_YPR120C	24	CLB5
YAR002W	YAR002W	23	NUP60
YBL008W	YBL008W	23	HIR1
YBR009C	YBR009C	23	HHF1
YBR010W	YBR010W	23	HHT1
YBR215W	YBR215W	23	HPC2
YDL091C	YDL091C	23	UBX3
YDL226C	YDL226C	23	GCS1
YDR092W	YDR092W	23	UBC13
YDR159W	YDR159W	23	SAC3
YER031C	YER031C	23	YPT31
YER075C	YER075C	23	PTP3
YER161C	YER161C	23	SPT2
YFR009W	YFR009W	23	GCN20
YGL087C	YGL087C	23	MMS2
YGL195W	YGL195W	23	GCN1
YHL002W	YHL002W	23	HSE1
YHR108W	YHR108W	23	GGA2
YHR167W	YHR167W	23	THP2
YIL044C	YIL044C	23	AGE2
YJL115W	YJL115W	23	ASF1
YJR140C	YJR140C	23	HIR3
YKL160W	YKL160W	23	ELF1
YKR082W	YKR082W	23	NUP133
YLR119W	YLR119W	23	SRN2
YLR454W	YLR454W	23	FMP27
YML062C	YML062C	23	MFT1
YNL031C	YNL031C	23	HHT2
YNL206C	YNL206C	23	RTT106
YOR038C	YOR038C	23	HIR2
YOR043W	YOR043W	23	WHI2
YOR109W	YOR109W	23	INP53
YOR298C-A	YOR298C-A	23	MBF1
YPL100W	YPL100W	23	ATG21
YBL021C	YBL021C	22	HAP3
YBR212W	YBR212W	22	NGR1
YDL083C	YDL083C	22	RPS16B
YDL142C	YDL142C	22	CRD1
YDR096W	YDR096W	22	GIS1
YDR219C	YDR219C	22	MFB1
YDR306C	YDR306C	22	YDR306C
YER088C	YER088C	22	DOT6
YER123W	YER123W	22	YCK3
YGR178C	YGR178C	22	PBP1
YHR189W	YHR189W	22	PTH1
YHR194W	YHR194W	22	MDM31
YIL029C	YIL029C	22	YIL029C
YIL030C	YIL030C	22	SSM4
YIL052C	YIL052C	22	RPL34B
YIL134W	YIL134W	22	FLX1
YJL197W	YJL197W	22	UBP12
YKL121W	YKL121W	22	DGR2
YKR065C	YKR065C	22	PAM17
YMR092C	YMR092C	22	AIP1
YMR280C	YMR280C	22	CAT8
YMR282C	YMR282C	22	AEP2
YNL087W	YNL087W	22	TCB2
YNL315C	YNL315C	22	ATP11
YNR041C	YNR041C	22	COQ2
YOL116W	YOL116W	22	MSN1
YOR042W	YOR042W	22	CUE5
YOR065W	YOR065W	22	CYT1
YOR371C	YOR371C	22	GPB1
YPL041C	YPL041C	22	MRX11
YPL165C	YPL165C	22	SET6
YPL172C	YPL172C	22	COX10
YPL244C	YPL244C	22	HUT1
YPR030W	YPR030W	22	CSR2
