ORF	cluster	gene_name
YBR009C	24	HHF1
YBR010W	24	HHT1
YBR088C	24	POL30
YBR094W	24	PBY1
YBR098W	24	MMS4
YBR195C	24	MSI1
YCL061C	24	MRC1
YDR004W	24	RAD57
YDR076W	24	RAD55
YDR217C	24	RAD9
YDR225W	24	HTA1
YDR369C	24	XRS2
YDR386W	24	MUS81
YER095W	24	RAD51
YER173W	24	RAD24
YGL163C	24	RAD54
YJL115W	24	ASF1
YJR043C	24	POL32
YKL113C	24	RAD27
YML032C	24	RAD52
YML102W	24	CAC2
YMR048W	24	CSM3
YMR179W	24	SPT21
YMR224C	24	MRE11
YNL031C	24	HHT2
YNL082W	24	PMS1
YNL206C	24	RTT106
YNL273W	24	TOF1
YOL090W	24	MSH2
YOR025W	24	HST3
YOR144C	24	ELG1
YOR368W	24	RAD17
YPL194W	24	DDC1
YPR018W	24	RLF2
YAL010C	23	MDM10
YAL048C	23	GEM1
YBL086C	23	YBL086C
YCR014C	23	POL4
YDL051W	23	LHP1
YDR057W	23	YOS9
YDR131C	23	YDR131C
YDR155C	23	CPR1
YDR393W	23	SHE9
YDR395W	23	SXM1
YER166W	23	DNF1
YGL219C	23	MDM34
YGR071C	23	ENV11
YGR101W	23	PCP1
YHL023C	23	NPR3
YHR181W	23	SVP26
YJR052W	23	RAD7
YKL185W	23	ASH1
YKL208W	23	CBT1
YML095C	23	RAD10
YML128C	23	MSC1
YMR042W	23	ARG80
YMR255W	23	GFD1
YMR285C	23	NGL2
YNL008C	23	ASI3
YNL070W	23	TOM7
YNL253W	23	TEX1
YOL009C	23	MDM12
YOL032W	23	OPI10
YOL065C	23	INP54
YOR006C	23	TSR3
YOR178C	23	GAC1
YOR243C	23	PUS7
YPL069C	23	BTS1
YPL177C	23	CUP9
YPL196W	23	OXR1
YAL053W	22	FLC2
YAR014C	22	BUD14
YAR018C	22	KIN3
YCL033C	22	MXR2
YCL036W	22	GFD2
YCL050C	22	APA1
YCL056C	22	PEX34
YCR019W	22	MAK32
YCR066W	22	RAD18
YDL134C	22	PPH21
YDR221W	22	GTB1
YDR435C	22	PPM1
YGL167C	22	PMR1
YGL168W	22	HUR1
YGL203C	22	KEX1
YGR166W	22	TRS65
YHR206W	22	SKN7
YIL139C	22	REV7
YIL153W	22	RRD1
YKL048C	22	ELM1
YKL101W	22	HSL1
YLR032W	22	RAD5
YML007W	22	YAP1
YMR038C	22	CCS1
YMR073C	22	IRC21
YNL053W	22	MSG5
YOR014W	22	RTS1
YOR208W	22	PTP2
YOR346W	22	REV1
YPL152W	22	RRD2
YPL167C	22	REV3
YPL189W	22	GUP2
YPR043W	22	RPL43A
YPR045C	22	THP3
YPR066W	22	UBA3
YPR129W	22	SCD6
YBL024W	21	NCL1
YBL085W	21	BOI1
YBL087C	21	RPL23A
YBR181C	21	RPS6B
YCR031C	21	RPS14A
YDL082W	21	RPL13A
YDL083C	21	RPS16B
YDL130W	21	RPP1B
YDL136W	21	RPL35B
YDL191W	21	RPL35A
YDR382W	21	RPP2B
YER098W	21	UBP9
YER114C	21	BOI2
YFR019W	21	FAB1
YGL031C	21	RPL24A
YGL147C	21	RPL9A
YGL216W	21	KIP3
YGR054W	21	YGR054W
YGR085C	21	RPL11B
YGR118W	21	RPS23A
YGR214W	21	RPS0A
YHL033C	21	RPL8A
YHR203C	21	RPS4B
YIL133C	21	RPL16A
YJL177W	21	RPL17B
YJR053W	21	BFA1
YKR099W	21	BAS1
YMR055C	21	BUB2
YMR143W	21	RPS16A
YMR230W	21	RPS10B
YNL135C	21	FPR1
YNL227C	21	JJJ1
YNL302C	21	RPS19B
YOL001W	21	PHO80
YOR058C	21	ASE1
YPL125W	21	KAP120
YPL254W	21	HFI1
YPL269W	21	KAR9
YAL013W	20	DEP1
YBL081W	20	YBL081W
YBR095C	20	RXT2
YBR103W	20	SIF2
YBR194W	20	AIM4
YBR238C	20	YBR238C
YCR033W	20	SNT1
YDR219C	20	MFB1
YDR392W	20	SPT3
YER139C	20	RTR1
YFL036W	20	RPO41
YGL016W	20	KAP122
YGL194C	20	HOS2
YGR056W	20	RSC1
YGR231C	20	PHB2
YIL021W	20	RPB3
YIL040W	20	APQ12
YIL084C	20	SDS3
YIL112W	20	HOS4
YIL128W	20	MET18
YJL023C	20	PET130
YKL053C-A	20	MDM35
YKR028W	20	SAP190
YKR029C	20	SET3
YLR055C	20	SPT8
YLR091W	20	GEP5
YLR418C	20	CDC73
YMR263W	20	SAP30
YNL097C	20	PHO23
YNL330C	20	RPD3
YOL004W	20	SIN3
YOL027C	20	MDM38
YOR123C	20	LEO1
YOR297C	20	TIM18
YOR330C	20	MIP1
YPL139C	20	UME1
YPL181W	20	CTI6
YPL183C	20	RTT10
YPR024W	20	YME1
YAL011W	19	SWC3
YBR132C	19	AGP2
YBR231C	19	SWC5
YBR245C	19	ISW1
YCL008C	19	STP22
YCR028C-A	19	RIM1
YCR082W	19	AHC2
YDR310C	19	SUM1
YDR334W	19	SWR1
YDR485C	19	VPS72
YFR009W	19	GCN20
YGL195W	19	GCN1
YJL081C	19	ARP4
YJL168C	19	SET2
YKL025C	19	PAN3
YLR085C	19	ARP6
YLR095C	19	IOC2
YLR114C	19	AVL9
YLR421C	19	RPN13
YML029W	19	USA1
YML041C	19	VPS71
YMR022W	19	UBC7
YMR075W	19	RCO1
YMR264W	19	CUE1
YNL107W	19	YAF9
YNL278W	19	CAF120
YOL012C	19	HTZ1
YOL013C	19	HRD1
YOL068C	19	HST1
YOR023C	19	AHC1
YOR033C	19	EXO1
YOR043W	19	WHI2
YOR124C	19	UBP2
YOR140W	19	SFL1
YOR179C	19	SYC1
YOR264W	19	DSE3
YOR265W	19	RBL2
YOR266W	19	PNT1
YPR023C	19	EAF3
YPR134W	19	MSS18
YBL008W	18	HIR1
YBR114W	18	RAD16
YBR150C	18	TBS1
YBR215W	18	HPC2
YBR223C	18	TDP1
