ORF	Gene_uniq	cluster	gene_name
YDR294C	YDR294C	10	DPL1
YDR332W	YDR332W	10	IRC3
YDR490C	YDR490C	10	PKH1
YEL047C	YEL047C	10	FRD1
YGL028C	YGL028C	10	SCW11
YGL141W	YGL141W	10	HUL5
YGR237C	YGR237C	10	YGR237C
YHR207C	YHR207C	10	SET5
YIL131C	YIL131C	10	FKH1
YJL055W	YJL055W	10	YJL055W
YJL103C	YJL103C	10	GSM1
YKL206C	YKL206C	10	ADD66
YLL019C	YLL019C	10	KNS1
YLR128W	YLR128W	10	DCN1
YMR042W	YMR042W	10	ARG80
YMR247C	YMR247C	10	RKR1
YNL027W	YNL027W	10	CRZ1
YNL087W	YNL087W	10	TCB2
YOR342C	YOR342C	10	YOR342C
YPL001W	YPL001W	10	HAT1
YPL189W	YPL189W	10	GUP2
YPR129W	YPR129W	10	SCD6
YBL075C	YBL075C	9	SSA3
YBR073W	YBR073W	9	RDH54
YBR274W	YBR274W	9	CHK1
YCL011C	YCL011C	9	GBP2
YCR028C-A	YCR028C-A	9	RIM1
YDL089W	YDL089W	9	NUR1
YDR049W	YDR049W	9	VMS1
YDR076W	YDR076W	9	RAD55
YDR279W	YDR279W	9	RNH202
YDR329C	YDR329C	9	PEX3
YDR440W	YDR440W	9	DOT1
YDR463W	YDR463W	9	STP1
YDR466W	YDR466W	9	PKH3
YDR505C	YDR505C	9	PSP1
YEL037C	YEL037C	9	RAD23
YER002W	YER002W	9	NOP16
YER030W	YER030W	9	CHZ1
YGL058W	YGL058W	9	RAD6
YGL163C	YGL163C	9	RAD54
YGL175C	YGL175C	9	SAE2
YGR086C	YGR086C	9	PIL1
YIR023W	YIR023W	9	DAL81
YJL098W	YJL098W	9	SAP185
YJL214W	YJL214W	9	HXT8
YJR066W	YJR066W	9	TOR1
YJR094C	YJR094C	9	IME1
YLR032W	YLR032W	9	RAD5
YLR421C	YLR421C	9	RPN13
YML007W	YML007W	9	YAP1
YMR054W	YMR054W	9	STV1
YMR068W	YMR068W	9	AVO2
YMR092C	YMR092C	9	AIP1
YMR275C	YMR275C	9	BUL1
YNL016W	YNL016W	9	PUB1
YNL031C	YNL031C	9	HHT2
YNL068C	YNL068C	9	FKH2
YNL224C	YNL224C	9	SQS1
YNL246W	YNL246W	9	VPS75
YNL299W	YNL299W	9	TRF5
YOL080C	YOL080C	9	REX4
YOR355W	YOR355W	9	GDS1
YPL090C	YPL090C	9	RPS6A
YPR134W	YPR134W	9	MSS18
YAR018C	YAR018C	8	KIN3
YBL021C	YBL021C	8	HAP3
YBL085W	YBL085W	8	BOI1
YBR025C	YBR025C	8	OLA1
YCL001W	YCL001W	8	RER1
YCL010C	YCL010C	8	SGF29
YDL130W	YDL130W	8	RPP1B
YDL191W	YDL191W	8	RPL35A
YDR075W	YDR075W	8	PPH3
YDR388W	YDR388W_DAMP	8	RVS167
YDR395W	YDR395W	8	SXM1
YDR496C	YDR496C	8	PUF6
YER048C	YER048C	8	CAJ1
YER156C	YER156C	8	YER156C
YER164W	YER164W	8	CHD1
YER167W	YER167W	8	BCK2
YFL027C	YFL027C	8	GYP8
YGL035C	YGL035C	8	MIG1
YGL147C	YGL147C	8	RPL9A
YGL203C	YGL203C	8	KEX1
YGR058W	YGR058W	8	PEF1
YHR081W	YHR081W	8	LRP1
YJL177W	YJL177W	8	RPL17B
YJR011C	YJR011C	8	YJR011C
YJR126C	YJR126C	8	VPS70
YKL009W	YKL009W	8	MRT4
YKL092C	YKL092C	8	BUD2
YKL179C	YKL179C	8	COY1
YML048W	YML048W	8	GSF2
YML051W	YML051W	8	GAL80
YML117W	YML117W	8	NAB6
YMR015C	YMR015C	8	ERG5
YMR029C	YMR029C	8	FAR8
YMR073C	YMR073C	8	IRC21
YMR109W	YMR109W	8	MYO5
YNL053W	YNL053W	8	MSG5
YNL135C	YNL135C	8	FPR1
YNL201C	YNL201C	8	PSY2
YNR032W	YNR032W	8	PPG1
YOL111C	YOL111C	8	MDY2
YOR191W	YOR191W	8	ULS1
YOR327C	YOR327C	8	SNC2
YOR344C	YOR344C	8	TYE7
YOR358W	YOR358W	8	HAP5
YPR052C	YPR052C	8	NHP6A
YPR069C	YPR069C	8	SPE3
YBL027W	YBL027W	7	RPL19B
YBL072C	YBL072C	7	RPS8A
YBL103C	YBL103C	7	RTG3
YBR057C	YBR057C	7	MUM2
YBR119W	YBR119W	7	MUD1
YBR194W	YBR194W	7	AIM4
YCR034W	YCR034W	7	ELO2
YDL033C	YDL033C	7	SLM3
YDL080C	YDL080C	7	THI3
YDL142C	YDL142C	7	CRD1
YDR359C	YDR359C	7	EAF1
YDR393W	YDR393W	7	SHE9
YDR532C	YDR532C	7	KRE28
YFL007W	YFL007W	7	BLM10
YFL036W	YFL036W	7	RPO41
YFR048W	YFR048W	7	RMD8
YGL255W	YGL255W	7	ZRT1
YGR097W	YGR097W	7	ASK10
YGR101W	YGR101W	7	PCP1
YGR231C	YGR231C	7	PHB2
YHL025W	YHL025W	7	SNF6
YHR004C	YHR004C	7	NEM1
YHR178W	YHR178W	7	STB5
YIL153W	YIL153W	7	RRD1
YIR033W	YIR033W	7	MGA2
YJL138C	YJL138C	7	TIF2
YKL032C	YKL032C	7	IXR1
YKL053C-A	YKL053C-A	7	MDM35
YKL073W	YKL073W	7	LHS1
YKL074C	YKL074C	7	MUD2
YKR065C	YKR065C	7	PAM17
YKR099W	YKR099W	7	BAS1
YLR091W	YLR091W	7	GEP5
YLR150W	YLR150W	7	STM1
YML012W	YML012W	7	ERV25
YML017W	YML017W	7	PSP2
YML047C	YML047C	7	PRM6
YML112W	YML112W	7	CTK3
YMR016C	YMR016C	7	SOK2
YMR116C	YMR116C	7	ASC1
YMR264W	YMR264W	7	CUE1
YNL001W	YNL001W	7	DOM34
YNL076W	YNL076W	7	MKS1
YNR004W	YNR004W	7	SWM2
YOL064C	YOL064C	7	MET22
YOL115W	YOL115W	7	PAP2
YOR297C	YOR297C	7	TIM18
YOR330C	YOR330C	7	MIP1
YPL106C	YPL106C	7	SSE1
YPR024W	YPR024W	7	YME1
YPR032W	YPR032W	7	SRO7
YBL079W	YBL079W	6	NUP170
YBL087C	YBL087C	6	RPL23A
YBR082C	YBR082C	6	UBC4
YBR181C	YBR181C	6	RPS6B
YBR201W	YBR201W	6	DER1
YDL061C	YDL061C	6	RPS29B
YDL082W	YDL082W	6	RPL13A
YDL091C	YDL091C	6	UBX3
YDL134C	YDL134C	6	PPH21
YDL135C	YDL135C	6	RDI1
YDL136W	YDL136W	6	RPL35B
YDR005C	YDR005C	6	MAF1
YDR074W	YDR074W	6	TPS2
YDR083W	YDR083W	6	RRP8
YDR101C	YDR101C	6	ARX1
YDR174W	YDR174W	6	HMO1
YDR192C	YDR192C	6	NUP42
YDR297W	YDR297W	6	SUR2
YDR512C	YDR512C	6	EMI1
YER089C	YER089C	6	PTC2
YFL033C	YFL033C	6	RIM15
YGL078C	YGL078C	6	DBP3
YGL105W	YGL105W	6	ARC1
YGL253W	YGL253W	6	HXK2
YGR085C	YGR085C	6	RPL11B
YGR105W	YGR105W	6	VMA21
YGR178C	YGR178C	6	PBP1
YHL033C	YHL033C	6	RPL8A
YHR021C	YHR021C	6	RPS27B
YHR066W	YHR066W	6	SSF1
YHR203C	YHR203C	6	RPS4B
YIL133C	YIL133C	6	RPL16A
YJL020C	YJL020C	6	BBC1
YJL136C	YJL136C	6	RPS21B
YJR059W	YJR059W	6	PTK2
YKL068W	YKL068W	6	NUP100
YKL081W	YKL081W	6	TEF4
YKL211C	YKL211C	6	TRP3
YKR010C	YKR010C	6	TOF2
YKR024C	YKR024C	6	DBP7
YKR095W	YKR095W	6	MLP1
YLL039C	YLL039C	6	UBI4
YML063W	YML063W	6	RPS1B
YML111W	YML111W	6	BUL2
YMR219W	YMR219W	6	ESC1
YMR269W	YMR269W	6	TMA23
YMR282C	YMR282C	6	AEP2
YNL037C	YNL037C	6	IDH1
YNL227C	YNL227C	6	JJJ1
YNL323W	YNL323W	6	LEM3
YNR020C	YNR020C	6	ATP23
YOL001W	YOL001W	6	PHO80
YOL006C	YOL006C	6	TOP1
YOL041C	YOL041C	6	NOP12
YOL108C	YOL108C	6	INO4
YPL079W	YPL079W	6	RPL21B
YPL239W	YPL239W	6	YAR1
YPR066W	YPR066W	6	UBA3
YAL002W	YAL002W	5	VPS8
YAL013W	YAL013W	5	DEP1
YBL007C	YBL007C	5	SLA1
YBR058C	YBR058C	5	UBP14
YBR095C	YBR095C	5	RXT2
YBR098W	YBR098W	5	MMS4
YCL061C	YCL061C	5	MRC1
YCR009C	YCR009C	5	RVS161
YCR053W	YCR053W	5	THR4
YDR191W	YDR191W	5	HST4
YDR217C	YDR217C	5	RAD9
YDR276C	YDR276C	5	PMP3
YDR315C	YDR315C	5	IPK1
YDR363W	YDR363W	5	ESC2
YDR378C	YDR378C	5	LSM6
YDR386W	YDR386W	5	MUS81
YDR388W	YDR388W	5	RVS167
YDR443C	YDR443C	5	SSN2
YEL003W	YEL003W	5	GIM4
YEL003W	YEL003W_DAMP	5	GIM4
YER052C	YER052C	5	HOM3
YFL031W	YFL031W	5	HAC1
YFR010W	YFR010W	5	UBP6
YGL127C	YGL127C	5	SOH1
YGL151W	YGL151W	5	NUT1
YGL226C-A	YGL226C-A	5	OST5
YGR078C	YGR078C	5	PAC10
YGR122W	YGR122W	5	YGR122W
YGR208W	YGR208W	5	SER2
YHL027W	YHL027W	5	RIM101
YHR041C	YHR041C	5	SRB2
YHR079C	YHR079C	5	IRE1
YHR200W	YHR200W	5	RPN10
YIL084C	YIL084C	5	SDS3
YIL128W	YIL128W	5	MET18
YJL092W	YJL092W	5	SRS2
YJL124C	YJL124C	5	LSM1
YJR043C	YJR043C	5	POL32
YJR139C	YJR139C	5	HOM6
YKL101W	YKL101W	5	HSL1
YKL113C	YKL113C	5	RAD27
YKL213C	YKL213C	5	DOA1
YKR082W	YKR082W	5	NUP133
YLR410W	YLR410W	5	VIP1
YLR418C	YLR418C	5	CDC73
YML094W	YML094W	5	GIM5
YML097C	YML097C	5	VPS9
YML103C	YML103C	5	NUP188
YMR048W	YMR048W	5	CSM3
YMR190C	YMR190C	5	SGS1
YMR263W	YMR263W	5	SAP30
YNL097C	YNL097C	5	PHO23
YNL147W	YNL147W	5	LSM7
YNL153C	YNL153C	5	GIM3
YNL215W	YNL215W	5	IES2
YNL294C	YNL294C	5	RIM21
YNR006W	YNR006W	5	VPS27
YNR010W	YNR010W	5	CSE2
YOL004W	YOL004W	5	SIN3
YOR025W	YOR025W	5	HST3
YOR030W	YOR030W	5	DFG16
YOR035C	YOR035C	5	SHE4
YOR061W	YOR061W	5	CKA2
YOR080W	YOR080W	5	DIA2
YOR083W	YOR083W	5	WHI5
YOR089C	YOR089C	5	VPS21
YOR184W	YOR184W	5	SER1
YOR275C	YOR275C	5	RIM20
YPR070W	YPR070W	5	MED1
YPR119W	2_YPR119W	5	CLB2
YAL042W	YAL042W	4	ERV46
YAL055W	YAL055W	4	PEX22
YBR094W	YBR094W	4	PBY1
YBR295W	YBR295W	4	PCA1
YCR088W	YCR088W	4	ABP1
YDL002C	YDL002C	4	NHP10
YDL052C	YDL052C	4	SLC1
YDL065C	YDL065C	4	PEX19
YDL076C	YDL076C	4	RXT3
YDL099W	YDL099W	4	BUG1
YDL122W	YDL122W	4	UBP1
YDL230W	YDL230W	4	PTP1
YDR122W	YDR122W	4	KIN1
YDR153C	YDR153C	4	ENT5
YDR155C	YDR155C	4	CPR1
YDR257C	YDR257C	4	RKM4
YDR265W	YDR265W	4	PEX10
YDR383C	YDR383C	4	NKP1
YDR479C	YDR479C	4	PEX29
YEL043W	YEL043W	4	YEL043W
YEL056W	YEL056W	4	HAT2
YER092W	YER092W	4	IES5
YER162C	YER162C	4	RAD4
YFL003C	YFL003C	4	MSH4
YFL013C	YFL013C	4	IES1
YFR036W	YFR036W_TSQ91	4	CDC26
YGL133W	YGL133W	4	ITC1
YGL153W	YGL153W	4	PEX14
YGL213C	YGL213C	4	SKI8
YGR077C	YGR077C	4	PEX8
YGR133W	YGR133W	4	PEX4
YGR170W	YGR170W	4	PSD2
YHL028W	YHL028W	4	WSC4
YHL029C	YHL029C	4	OCA5
YHR114W	YHR114W	4	BZZ1
YIL047C	YIL047C	4	SYG1
YIL156W	YIL156W	4	UBP7
YJL187C	YJL187C	4	SWE1
YJL210W	YJL210W	4	PEX2
YJR084W	YJR084W	4	YJR084W
YKL197C	YKL197C	4	PEX1
YKL205W	YKL205W	4	LOS1
YLL024C	YLL024C	4	SSA2
YLR024C	YLR024C	4	UBR2
YLR044C	YLR044C	4	PDC1
YLR096W	YLR096W	4	KIN2
YLR102C	YLR102C	4	APC9
YML067C	YML067C	4	ERV41
YMR026C	YMR026C	4	PEX12
YMR035W	YMR035W	4	IMP2
YMR100W	YMR100W	4	MUB1
YMR119W	YMR119W	4	ASI1
YMR273C	YMR273C	4	ZDS1
YMR283C	YMR283C	4	RIT1
YNL032W	YNL032W	4	SIW14
YNL255C	YNL255C	4	GIS2
YOL044W	YOL044W	4	PEX15
YOL045W	YOL045W	4	PSK2
YOL062C	YOL062C	4	APM4
YOL068C	YOL068C	4	HST1
YOR027W	YOR027W	4	STI1
YOR076C	YOR076C	4	SKI7
YOR113W	YOR113W	4	AZF1
YOR140W	YOR140W	4	SFL1
YOR171C	YOR171C	4	LCB4
YOR304W	YOR304W	4	ISW2
YPL037C	YPL037C	4	EGD1
YPL100W	YPL100W	4	ATG21
YPL115C	YPL115C	4	BEM3
YPL116W	YPL116W	4	HOS3
YPL141C	YPL141C	4	FRK1
YPL165C	YPL165C	4	SET6
YPR009W	YPR009W	4	SUT2
YPR119W	1_YPR119W	4	CLB2
YPR167C	YPR167C	4	MET16
YPR189W	YPR189W	4	SKI3
YAL051W	YAL051W	3	OAF1
YBL046W	YBL046W	3	PSY4
YBL101C	YBL101C	3	ECM21
YBR114W	YBR114W	3	RAD16
YBR150C	YBR150C	3	TBS1
YBR280C	YBR280C	3	SAF1
YCL001W-A	YCL001W-A	3	YCL001W-A
YCL033C	YCL033C	3	MXR2
YCL036W	YCL036W	3	GFD2
YCR020C	YCR020C	3	PET18
YCR024C-A	YCR024C-A	3	PMP1
YCR026C	YCR026C	3	NPP1
YCR036W	YCR036W	3	RBK1
YCR082W	YCR082W	3	AHC2
YDL025C	YDL025C	3	RTK1
YDL048C	YDL048C	3	STP4
YDL224C	YDL224C	3	WHI4
YDR057W	YDR057W	3	YOS9
YDR097C	YDR097C	3	MSH6
YDR125C	YDR125C	3	ECM18
YDR409W	YDR409W	3	SIZ1
YDR497C	YDR497C	3	ITR1
YER129W	YER129W	3	SAK1
YER166W	YER166W	3	DNF1
YER174C	YER174C	3	GRX4
YFL049W	YFL049W	3	SWP82
YFR013W	YFR013W	3	IOC3
YGL131C	YGL131C	3	SNT2
YGL242C	YGL242C	3	YGL242C
YGR003W	YGR003W	3	CUL3
YGR123C	YGR123C	3	PPT1
YGR197C	YGR197C	3	SNG1
YHR156C	YHR156C	3	LIN1
YHR157W	YHR157W	3	REC104
YHR204W	YHR204W	3	MNL1
YIL029C	YIL029C	3	YIL029C
YIL037C	YIL037C	3	PRM2
YIL038C	YIL038C	3	NOT3
YIL052C	YIL052C	3	RPL34B
YJL197W	YJL197W	3	UBP12
YJR010C-A	YJR010C-A	3	SPC1
YJR052W	YJR052W	3	RAD7
YKL020C	YKL020C	3	SPT23
YKL023W	YKL023W	3	YKL023W
YKL090W	YKL090W	3	CUE2
YKL120W	YKL120W	3	OAC1
YKL140W	YKL140W	3	TGL1
YKR098C	YKR098C	3	UBP11
YKR100C	YKR100C	3	SKG1
YKR103W	YKR103W	3	NFT1
YLR083C	YLR083C	3	EMP70
YLR429W	YLR429W	3	CRN1
YLR450W	YLR450W	3	HMG2
YML050W	YML050W	3	AIM32
YML072C	YML072C	3	TCB3
YML108W	YML108W	3	YML108W
YML119W	YML119W	3	YML119W
YMR102C	YMR102C	3	YMR102C
YMR176W	YMR176W	3	ECM5
YMR186W	YMR186W	3	HSC82
YMR255W	YMR255W	3	GFD1
YMR266W	YMR266W	3	RSN1
YMR280C	YMR280C	3	CAT8
YNL082W	YNL082W	3	PMS1
YNL116W	YNL116W	3	DMA2
YNR065C	YNR065C	3	YNR065C
YOL017W	YOL017W	3	ESC8
YOL020W	YOL020W	3	TAT2
YOL065C	YOL065C	3	INP54
YOR006C	YOR006C	3	TSR3
YOR016C	YOR016C	3	ERP4
YOR034C	YOR034C	3	AKR2
YOR042W	YOR042W	3	CUE5
YOR101W	YOR101W	3	RAS1
YOR154W	YOR154W	3	SLP1
YOR213C	YOR213C	3	SAS5
YOR298C-A	YOR298C-A	3	MBF1
YOR346W	YOR346W	3	REV1
YOR371C	YOR371C	3	GPB1
YPL068C	YPL068C	3	YPL068C
YPL072W	YPL072W	3	UBP16
YPL214C	YPL214C	3	THI6
YPR022C	YPR022C	3	YPR022C
YPR054W	YPR054W	3	SMK1
YPR106W	YPR106W	3	ISR1
YAL023C	YAL023C	2	PMT2
YAR003W	YAR003W	2	SWD1
YBL082C	YBL082C	2	ALG3
YBR103W	YBR103W	2	SIF2
YBR164C	YBR164C	2	ARL1
YBR171W	YBR171W	2	SEC66
YBR175W	YBR175W	2	SWD3
YBR200W	YBR200W	2	BEM1
YBR229C	YBR229C	2	ROT2
YBR238C	YBR238C	2	YBR238C
YCR033W	YCR033W	2	SNT1
YCR044C	YCR044C	2	PER1
YDL006W	YDL006W	2	PTC1
YDL074C	YDL074C	2	BRE1
YDL095W	YDL095W	2	PMT1
YDL100C	YDL100C	2	GET3
YDL115C	YDL115C	2	IWR1
YDL185W	YDL185W	2	VMA1
YDR108W	YDR108W	2	TRS85
YDR126W	YDR126W	2	SWF1
YDR162C	YDR162C	2	NBP2
YDR245W	YDR245W	2	MNN10
YDR289C	YDR289C	2	RTT103
YDR389W	YDR389W	2	SAC7
YDR392W	YDR392W	2	SPT3
YDR414C	YDR414C	2	ERD1
YDR469W	YDR469W	2	SDC1
YEL031W	YEL031W	2	SPF1
YER111C	YER111C	2	SWI4
YER139C	YER139C	2	RTR1
YER151C	YER151C	2	UBP3
YFL023W	YFL023W	2	BUD27
YFL025C	YFL025C	2	BST1
YGL005C	YGL005C	2	COG7
YGL027C	YGL027C	2	CWH41
YGL043W	YGL043W	2	DST1
YGL054C	YGL054C	2	ERV14
YGL084C	YGL084C	2	GUP1
YGL167C	YGL167C	2	PMR1
YGL168W	YGL168W	2	HUR1
YGL194C	YGL194C	2	HOS2
YGL244W	YGL244W	2	RTF1
YGR227W	YGR227W	2	DIE2
YHR012W	YHR012W	2	VPS29
YIL076W	YIL076W	2	SEC28
YJL004C	YJL004C	2	SYS1
YJL053W	YJL053W	2	PEP8
YJL062W	YJL062W	2	LAS21
YJL154C	YJL154C	2	VPS35
YJL183W	YJL183W	2	MNN11
YJR032W	YJR032W	2	CPR7
YJR060W	YJR060W	2	CBF1
YJR075W	YJR075W	2	HOC1
YJR117W	YJR117W	2	STE24
YKL139W	YKL139W	2	CTK1
YKL212W	YKL212W	2	SAC1
YKR019C	YKR019C	2	IRS4
YKR020W	YKR020W	2	VPS51
YKR028W	YKR028W	2	SAP190
YKR029C	YKR029C	2	SET3
YLL038C	YLL038C	2	ENT4
YLL040C	YLL040C	2	VPS13
YLR015W	YLR015W	2	BRE2
YLR039C	YLR039C	2	RIC1
YLR055C	YLR055C	2	SPT8
YLR087C	YLR087C	2	CSF1
YML071C	YML071C	2	COG8
YML128C	YML128C	2	MSC1
YMR004W	YMR004W	2	MVP1
YMR123W	YMR123W	2	PKR1
YMR214W	YMR214W	2	SCJ1
YMR272C	YMR272C	2	SCS7
YMR307W	YMR307W	2	GAS1
YNL041C	YNL041C	2	COG6
YNL051W	YNL051W	2	COG5
YNL322C	YNL322C	2	KRE1
YNR030W	YNR030W	2	ALG12
YNR051C	YNR051C	2	BRE5
YOL018C	YOL018C	2	TLG2
YOR002W	YOR002W	2	ALG6
YOR067C	YOR067C	2	ALG8
YOR068C	YOR068C	2	VAM10
YOR069W	YOR069W	2	VPS5
YOR070C	YOR070C	2	GYP1
YOR085W	YOR085W	2	OST3
YOR132W	YOR132W	2	VPS17
YOR216C	YOR216C	2	RUD3
YPL051W	YPL051W	2	ARL3
YPL055C	YPL055C	2	LGE1
YPL120W	YPL120W	2	VPS30
YPL161C	YPL161C	2	BEM4
YPL181W	YPL181W	2	CTI6
YPL227C	YPL227C	2	ALG5
YAR002W	YAR002W	1	NUP60
YBL047C	YBL047C	1	EDE1
YBL061C	YBL061C	1	SKT5
YBR009C	YBR009C	1	HHF1
YBR023C	YBR023C	1	CHS3
YBR078W	YBR078W	1	ECM33
