Group A	Group B	P value	Mean	Median	Measured Interactions	Self Interaction	Less Than	P_bonf	P_bonf < 0.05	FDR	FDR < 0.1	Uncorrected P < 0.001
T34G	chromosome segregation	2.14777621768e-13	-4.26358691463	-1.757349	82	False	True	2.49227952299e-09	True	2.49227952299e-09	True	True
T34G	organelle fission	4.26936834702e-12	-2.99500411511	-1.145325	139	False	True	4.95417502988e-08	True	2.47708751494e-08	True	True
Q147E	cytoplasmic translation	6.67279331528e-11	-1.71950521739	-0.8321045	46	False	True	7.74310936305e-07	True	2.58103645435e-07	True	True
Q147E	structural constituent of ribosome	2.22428006448e-10	-1.6813713617	-0.822801	47	False	True	2.58105458683e-06	True	6.45263646707e-07	True	True
T34G	mitotic cell cycle	2.57486880557e-10	-2.69931838	-1.0015185	150	False	True	2.98787776199e-06	True	5.97575552397e-07	True	True
D79A	organelle fission	8.7125018956e-10	-2.05369970714	-1.175611	140	False	True	1.01099871997e-05	True	1.68499786661e-06	True	True
D79S	organelle fission	1.79059801935e-09	-1.65369155072	-0.641286	138	False	True	2.07780994165e-05	True	2.96829991665e-06	True	True
D79S	mitochondrion organization	3.32832577214e-08	0.884581803279	0.707903	61	False	False	0.000386218922599	True	4.82773653249e-05	True	True
D79A	chromosome segregation	4.20698463703e-08	-2.95472616049	-1.618121	81	False	True	0.000488178497281	True	5.42420552534e-05	True	True
D79S	endoplasmic reticulum	5.0506263424e-08	0.270950817204	0.4281335	186	False	False	0.000586074680773	True	5.86074680773e-05	True	True
T34G	mitochondrion organization	7.28958498026e-08	1.18601409836	1.477023	61	False	False	0.000845883441109	True	7.68984946463e-05	True	True
D79S	chromosome segregation	7.93536318539e-08	-2.3548275125	-0.7907145	80	False	True	0.000920819544032	True	7.67349620027e-05	True	True
Q147E	ribosome	1.03361484746e-07	-1.17651602632	-0.4444325	76	False	True	0.00119940666899	True	9.2262051461e-05	True	True
T34G	regulation of cell cycle	1.83122129347e-07	-2.4134822439	-1.104372	123	False	True	0.00212494918894	True	0.000151782084924	True	True
A180T	protein targeting	4.52197142492e-07	0.416734161905	0.393241	105	False	False	0.00524729564148	True	0.000349819709432	True	True
T34G	microtubule organizing center	4.52674387967e-07	-4.35487433333	-3.1624575	24	False	True	0.00525283359797	True	0.000328302099873	True	True
K143Y	mitochondrion organization	5.2986309131e-07	-0.572240327869	-0.583908	61	False	True	0.00614853131156	True	0.000361678312444	True	True
R112A	mitochondrion organization	6.44312804195e-07	1.12641277966	1.332693	59	False	False	0.00747660577988	True	0.000415366987771	True	True
D79S	transmembrane transport	8.06562230451e-07	0.822015372093	0.707903	43	False	False	0.00935934812215	True	0.000492597269587	True	True
T34Q	mitochondrion organization	1.16812670245e-06	0.940309852459	0.903184	61	False	False	0.0135549422553	True	0.000677747112764	True	True
T34G	chromosome	1.17509406556e-06	-1.85696952532	-0.7316675	158	False	True	0.0136357915367	True	0.00064932340651	True	True
H141I	structural constituent of ribosome	1.24450741846e-06	-0.852925170213	-0.831808	47	False	True	0.0144412640838	True	0.000656421094718	True	True
NTER3XFLAG_WT	mitochondrion organization	1.24933412851e-06	0.669897295082	0.499434	61	False	False	0.0144972732272	True	0.000630316227269	True	True
T34G	protein glycosylation	1.47984948846e-06	1.63367382143	1.58798	28	False	False	0.0171721734641	True	0.000715507227671	True	True
NTER3XFLAG_WT	rRNA processing	1.50289176607e-06	0.7858816	1.0267175	40	False	False	0.0174395560535	True	0.000697582242139	True	True
T139R	protein targeting	1.80363021276e-06	0.416917780952	0.258903	105	False	False	0.0209293249889	True	0.000804974038033	True	True
Q147E	cytoplasmic ribosomal large subunit	1.84636524539e-06	-1.04925836	-0.822801	25	False	True	0.0214252223075	True	0.000793526752129	True	True
NTER3XFLAG_WT	structural constituent of ribosome	2.2261106926e-06	0.591114130435	1.03264	46	False	False	0.0258317884769	True	0.000922563874174	True	True
D79A	endoplasmic reticulum	2.59757290093e-06	0.914139005376	1.415621	186	False	False	0.0301422359424	True	0.00103938744629	True	True
D79S	regulation of cell cycle	2.75243262764e-06	-1.69677432231	-0.631918	121	False	True	0.0319392282112	True	0.00106464094037	True	True
K143W	mitochondrion organization	4.07126088273e-06	-0.613105770492	-0.43751	61	False	True	0.0472429112832	True	0.0015239648801	True	True
