ORF	cluster	gene_name
YAL010C	ribosome_GO_2	MDM10
YAL021C	ribosome_GO_2	CCR4
YCR009C	ribosome_GO_2	RVS161
YDL065C	ribosome_GO_2	PEX19
YDR075W	ribosome_GO_2	PPH3
YDR101C	ribosome_GO_2	ARX1
YDR126W	ribosome_GO_2	SWF1
YDR176W	ribosome_GO_2	NGG1
YDR233C	ribosome_GO_2	RTN1
YDR469W	ribosome_GO_2	SDC1
YDR497C	ribosome_GO_2	ITR1
YEL061C	ribosome_GO_2	CIN8
YER083C	ribosome_GO_2	GET2
YER139C	ribosome_GO_2	RTR1
YGL019W	ribosome_GO_2	CKB1
YGL020C	ribosome_GO_2	GET1
YGL078C	ribosome_GO_2	DBP3
YGL194C	ribosome_GO_2	HOS2
YGR122W	ribosome_GO_2	YGR122W
YHR066W	ribosome_GO_2	SSF1
YIL008W	ribosome_GO_2	URM1
YIL133C	ribosome_GO_2	RPL16A
YIR003W	ribosome_GO_2	AIM21
YJL004C	ribosome_GO_2	SYS1
YJL115W	ribosome_GO_2	ASF1
YJR074W	ribosome_GO_2	MOG1
YKL092C	ribosome_GO_2	BUD2
YKL179C	ribosome_GO_2	COY1
YKL201C	ribosome_GO_2	MNN4
YKL208W	ribosome_GO_2	CBT1
YKR029C	ribosome_GO_2	SET3
YKR054C	ribosome_GO_2	DYN1
YKR082W	ribosome_GO_2	NUP133
YLL002W	ribosome_GO_2	RTT109
YLR018C	ribosome_GO_2	POM34
YLR114C	ribosome_GO_2	AVL9
YML071C	ribosome_GO_2	COG8
YML107C	ribosome_GO_2	PML39
YMR004W	ribosome_GO_2	MVP1
YMR055C	ribosome_GO_2	BUB2
YNL068C	ribosome_GO_2	FKH2
YNL071W	ribosome_GO_2	LAT1
YNL233W	ribosome_GO_2	BNI4
YNL271C	ribosome_GO_2	BNI1
YOL108C	ribosome_GO_2	INO4
YOR039W	ribosome_GO_2	CKB2
YOR127W	ribosome_GO_2	RGA1
YOR140W	ribosome_GO_2	SFL1
YOR156C	ribosome_GO_2	NFI1
YOR233W	ribosome_GO_2	KIN4
YOR266W	ribosome_GO_2	PNT1
YPL090C	ribosome_GO_2	RPS6A
YPL100W	ribosome_GO_2	ATG21
YPL101W	ribosome_GO_2	ELP4
YPL152W	ribosome_GO_2	RRD2
YPL158C	ribosome_GO_2	AIM44
YPL212C	ribosome_GO_2	PUS1
YPR164W	ribosome_GO_2	MMS1
YAL023C	ribosome_GO_1	PMT2
YAR002W	ribosome_GO_1	NUP60
YCR044C	ribosome_GO_1	PER1
YDL048C	ribosome_GO_1	STP4
YDL056W	ribosome_GO_1	MBP1
YDL130W	ribosome_GO_1	RPP1B
YDL230W	ribosome_GO_1	PTP1
YDR225W	ribosome_GO_1	HTA1
YDR469W	ribosome_GO_1	SDC1
YDR496C	ribosome_GO_1	PUF6
YER020W	ribosome_GO_1	GPA2
YER129W	ribosome_GO_1	SAK1
YER166W	ribosome_GO_1	DNF1
YGL029W	ribosome_GO_1	CGR1
YGR081C	ribosome_GO_1	SLX9
YHR157W	ribosome_GO_1	REC104
YHR194W	ribosome_GO_1	MDM31
YJL138C	ribosome_GO_1	TIF2
YLR181C	ribosome_GO_1	VTA1
YLR401C	ribosome_GO_1	DUS3
YMR015C	ribosome_GO_1	ERG5
YMR223W	ribosome_GO_1	UBP8
YMR307W	ribosome_GO_1	GAS1
YNL325C	ribosome_GO_1	FIG4
YOL009C	ribosome_GO_1	MDM12
YOL044W	ribosome_GO_1	PEX15
YPL018W	ribosome_GO_1	CTF19
YPL174C	ribosome_GO_1	NIP100
YPL184C	ribosome_GO_1	MRN1
YPL253C	ribosome_GO_1	VIK1
YBL008W	transcription and mRNA processing_GO_5	HIR1
YBR168W	transcription and mRNA processing_GO_5	PEX32
YCR082W	transcription and mRNA processing_GO_5	AHC2
YDR297W	transcription and mRNA processing_GO_5	SUR2
YDR369C	transcription and mRNA processing_GO_5	XRS2
YDR469W	transcription and mRNA processing_GO_5	SDC1
YGR197C	transcription and mRNA processing_GO_5	SNG1
YJL024C	transcription and mRNA processing_GO_5	APS3
YJR094C	transcription and mRNA processing_GO_5	IME1
YMR190C	transcription and mRNA processing_GO_5	SGS1
YNR006W	transcription and mRNA processing_GO_5	VPS27
YOR027W	transcription and mRNA processing_GO_5	STI1
YPL155C	transcription and mRNA processing_GO_5	KIP2
YAL042W	transcription and mRNA processing_GO_4	ERV46
YBL007C	transcription and mRNA processing_GO_4	SLA1
YBL021C	transcription and mRNA processing_GO_4	HAP3
YBL085W	transcription and mRNA processing_GO_4	BOI1
YBR058C	transcription and mRNA processing_GO_4	UBP14
YBR231C	transcription and mRNA processing_GO_4	SWC5
YDL020C	transcription and mRNA processing_GO_4	RPN4
YDL077C	transcription and mRNA processing_GO_4	VAM6
YDL091C	transcription and mRNA processing_GO_4	UBX3
YDL142C	transcription and mRNA processing_GO_4	CRD1
YDR097C	transcription and mRNA processing_GO_4	MSH6
