ORF	cluster	gene_name
YAL002W	ribosome_GO_2	VPS8
YAL020C	ribosome_GO_2	ATS1
YBL051C	ribosome_GO_2	PIN4
YBL101C	ribosome_GO_2	ECM21
YBR103W	ribosome_GO_2	SIF2
YBR200W	ribosome_GO_2	BEM1
YCL008C	ribosome_GO_2	STP22
YDL013W	ribosome_GO_2	SLX5
YDL093W	ribosome_GO_2	PMT5
YDL095W	ribosome_GO_2	PMT1
YDL232W	ribosome_GO_2	OST4
YDR075W	ribosome_GO_2	PPH3
YDR181C	ribosome_GO_2	SAS4
YDR389W	ribosome_GO_2	SAC7
YDR496C	ribosome_GO_2	PUF6
YEL037C	ribosome_GO_2	RAD23
YER155C	ribosome_GO_2	BEM2
YER161C	ribosome_GO_2	SPT2
YER166W	ribosome_GO_2	DNF1
YFR036W	ribosome_GO_2	CDC26
YGL086W	ribosome_GO_2	MAD1
YGL219C	ribosome_GO_2	MDM34
YGR077C	ribosome_GO_2	PEX8
YGR092W	ribosome_GO_2	DBF2
YGR208W	ribosome_GO_2	SER2
YHL025W	ribosome_GO_2	SNF6
YHL031C	ribosome_GO_2	GOS1
YHR129C	ribosome_GO_2	ARP1
YIL131C	ribosome_GO_2	FKH1
YJL053W	ribosome_GO_2	PEP8
YJL098W	ribosome_GO_2	SAP185
YJR084W	ribosome_GO_2	YJR084W
YJR139C	ribosome_GO_2	HOM6
YKL120W	ribosome_GO_2	OAC1
YKR082W	ribosome_GO_2	NUP133
YKR100C	ribosome_GO_2	SKG1
YLL038C	ribosome_GO_2	ENT4
YLL049W	ribosome_GO_2	LDB18
YLR015W	ribosome_GO_2	BRE2
YML012W	ribosome_GO_2	ERV25
YML041C	ribosome_GO_2	VPS71
YML051W	ribosome_GO_2	GAL80
YML063W	ribosome_GO_2	RPS1B
YMR004W	ribosome_GO_2	MVP1
YMR285C	ribosome_GO_2	NGL2
YNL041C	ribosome_GO_2	COG6
YNL064C	ribosome_GO_2	YDJ1
YNL183C	ribosome_GO_2	NPR1
YNL227C	ribosome_GO_2	JJJ1
YNR032W	ribosome_GO_2	PPG1
YOL064C	ribosome_GO_2	MET22
YOL116W	ribosome_GO_2	MSN1
YOR039W	ribosome_GO_2	CKB2
YOR064C	ribosome_GO_2	YNG1
YOR080W	ribosome_GO_2	DIA2
YOR344C	ribosome_GO_2	TYE7
YPL022W	ribosome_GO_2	RAD1
YPL024W	ribosome_GO_2	RMI1
YPL089C	ribosome_GO_2	RLM1
YPL155C	ribosome_GO_2	KIP2
YPL157W	ribosome_GO_2	TGS1
YPL158C	ribosome_GO_2	AIM44
YPR057W	ribosome_GO_2	BRR1
YPR120C	ribosome_GO_2	CLB5
YAR014C	ribosome_GO_1	BUD14
YBL047C	ribosome_GO_1	EDE1
YBL072C	ribosome_GO_1	RPS8A
YBL085W	ribosome_GO_1	BOI1
YBR034C	ribosome_GO_1	HMT1
YBR107C	ribosome_GO_1	IML3
YBR274W	ribosome_GO_1	CHK1
YBR288C	ribosome_GO_1	APM3
YBR290W	ribosome_GO_1	BSD2
YCL016C	ribosome_GO_1	DCC1
YCL029C	ribosome_GO_1	BIK1
YCR026C	ribosome_GO_1	NPP1
YCR033W	ribosome_GO_1	SNT1
YCR086W	ribosome_GO_1	CSM1
YDL061C	ribosome_GO_1	RPS29B
YDL093W	ribosome_GO_1	PMT5
YDL136W	ribosome_GO_1	RPL35B
YDR049W	ribosome_GO_1	VMS1
YDR076W	ribosome_GO_1	RAD55
YDR126W	ribosome_GO_1	SWF1
YDR146C	ribosome_GO_1	SWI5
YDR156W	ribosome_GO_1	RPA14
YDR207C	ribosome_GO_1	UME6
YDR289C	ribosome_GO_1	RTT103
YDR497C	ribosome_GO_1	ITR1
YEL003W	ribosome_GO_1	GIM4
YEL013W	ribosome_GO_1	VAC8
YEL047C	ribosome_GO_1	FRD1
YEL060C	ribosome_GO_1	PRB1
YER016W	ribosome_GO_1	BIM1
YER019W	ribosome_GO_1	ISC1
YER114C	ribosome_GO_1	BOI2
YER155C	ribosome_GO_1	BEM2
YFL001W	ribosome_GO_1	DEG1
YFR031C-A	ribosome_GO_1	RPL2A
YGL003C	ribosome_GO_1	CDH1
YGL020C	ribosome_GO_1	GET1
YGL027C	ribosome_GO_1	CWH41
YGL066W	ribosome_GO_1	SGF73
YGL105W	ribosome_GO_1	ARC1
YGR133W	ribosome_GO_1	PEX4
YHL020C	ribosome_GO_1	OPI1
YHR006W	ribosome_GO_1	STP2
YHR067W	ribosome_GO_1	HTD2
YHR077C	ribosome_GO_1	NMD2
YHR081W	ribosome_GO_1	LRP1
YHR187W	ribosome_GO_1	IKI1
YHR194W	ribosome_GO_1	MDM31
YIL112W	ribosome_GO_1	HOS4
YJL024C	ribosome_GO_1	APS3
YJL046W	ribosome_GO_1	AIM22
YJL115W	ribosome_GO_1	ASF1
YJL154C	ribosome_GO_1	VPS35
YJR094C	ribosome_GO_1	IME1
YJR145C	ribosome_GO_1	RPS4A
YKL007W	ribosome_GO_1	CAP1
YKL140W	ribosome_GO_1	TGL1
YKL197C	ribosome_GO_1	PEX1
YKR029C	ribosome_GO_1	SET3
YKR103W	ribosome_GO_1	NFT1
YLL024C	ribosome_GO_1	SSA2
YLL038C	ribosome_GO_1	ENT4
