ORF	cluster	gene_name
YAL051W	19	OAF1
YCL032W	19	STE50
YCL033C	19	MXR2
YCL036W	19	GFD2
YCR053W	19	THR4
YDL203C	19	ACK1
YDR125C	19	ECM18
YDR127W	19	ARO1
YDR448W	19	ADA2
YDR505C	19	PSP1
YEL060C	19	PRB1
YER052C	19	HOM3
YER167W	19	BCK2
YFL001W	19	DEG1
YGL049C	19	TIF4632
YGL105W	19	ARC1
YGR170W	19	PSD2
YGR197C	19	SNG1
YGR208W	19	SER2
YGR252W	19	GCN5
YJL214W	19	HXT8
YJR139C	19	HOM6
YKL073W	19	LHS1
YKL205W	19	LOS1
YLL043W	19	FPS1
YML012W	19	ERV25
YMR255W	19	GFD1
YMR275C	19	BUL1
YMR283C	19	RIT1
YNL167C	19	SKO1
YOR008C	19	SLG1
YOR184W	19	SER1
YPL089C	19	RLM1
YAL055W	18	PEX22
YBR025C	18	OLA1
YBR114W	18	RAD16
YBR150C	18	TBS1
YCL037C	18	SRO9
YDL065C	18	PEX19
YDL135C	18	RDI1
YDR059C	18	UBC5
YDR265W	18	PEX10
YDR329C	18	PEX3
YDR490C	18	PKH1
YFR031C-A	18	RPL2A
YFR036W	18	CDC26
YGL153W	18	PEX14
YGR077C	18	PEX8
YGR133W	18	PEX4
YGR174C	18	CBP4
YHR025W	18	THR1
YHR114W	18	BZZ1
YIL037C	18	PRM2
YIR002C	18	MPH1
YJL157C	18	FAR1
YJL210W	18	PEX2
YKL092C	18	BUD2
YKL197C	18	PEX1
YKL201C	18	MNN4
YLR150W	18	STM1
YLR401C	18	DUS3
YMR026C	18	PEX12
YMR035W	18	IMP2
YMR119W	18	ASI1
YOL044W	18	PEX15
YOR156C	18	NFI1
YPR119W	18	CLB2
YAL007C	17	ERP2
YBL081W	17	YBL081W
YDL056W	17	MBP1
YDL059C	17	RAD59
YDL061C	17	RPS29B
YDL125C	17	HNT1
YDR025W	17	RPS11A
YDR075W	17	PPH3
YDR217C	17	RAD9
YDR260C	17	SWM1
YDR359C	17	EAF1
YDR363W	17	ESC2
YER164W	17	CHD1
YGL029W	17	CGR1
YGL167C	17	PMR1
YGL168W	17	HUR1
YGR037C	17	ACB1
YGR097W	17	ASK10
YIL036W	17	CST6
YKR103W	17	NFT1
YLR024C	17	UBR2
YLR102C	17	APC9
YLR435W	17	TSR2
YML063W	17	RPS1B
